id	front	definition	example	translation	tags
fr-a2-073	loyer (n.m.)	paiement mensuel du logement	Le loyer a augmenté.	alquiler	a2 noun money
fr-a2-074	réduction (n.f.)	baisse du prix	Il y a une réduction pour les étudiants ?	descuento	a2 noun shopping
fr-a2-075	compte (n.m.)	compte bancaire ; calcul	J'ai ouvert un compte.	cuenta	a2 noun money
fr-a2-076	économies (n.f.pl.)	argent mis de côté	J'ai utilisé mes économies.	ahorros	a2 noun money
fr-a2-077	dette (n.f.)	ce qu'on doit	Il a beaucoup de dettes.	deuda	a2 noun money
fr-a2-078	nouvelle (n.f.)	information sur un fait	J'ai vu la nouvelle au journal.	noticia	a2 noun media
fr-a2-079	journal (n.m.)	publication ; le journal télévisé	Je lis le journal le matin.	periódico; telediario	a2 noun media
fr-a2-080	revue (n.f.)	publication périodique	J'ai acheté une revue.	revista	a2 noun media
fr-a2-081	site (n.m.)	page internet	Je l'ai vu sur le site.	sitio web	a2 noun tech
fr-a2-082	mot de passe (loc.)	code d'accès	J'ai oublié mon mot de passe.	contraseña	a2 noun tech chunk
fr-a2-083	fichier (n.m.)	document numérique	J'ai envoyé le fichier par mail.	archivo	a2 noun tech
fr-a2-084	écran (n.m.)	surface d'affichage	L'écran est cassé.	pantalla	a2 noun tech
fr-a2-085	réseau (n.m.)	connexion ; réseaux sociaux	Le réseau est lent aujourd'hui.	red	a2 noun tech
fr-a2-086	lent / lente (adj.)	qui prend du temps	La connexion est très lente.	lento	a2 adj
fr-a2-087	rapide (adj.)	qui va vite	Il parle trop rapidement.	rápido	a2 adj
fr-a2-088	plein / pleine (adj.)	sans place libre	Le bus était plein.	lleno	a2 adj
fr-a2-089	vide (adj.)	sans rien dedans	Le frigo est vide.	vacío	a2 adj
fr-a2-090	propre (adj.)	sans saleté ; aussi « son propre »	La chambre est propre. Mon propre livre.	limpio; propio	a2 adj keyword
fr-a2-091	sale (adj.)	avec de la saleté	Mes chaussures sont sales.	sucio	a2 adj
fr-a2-092	fort / forte (adj.)	qui a de la force ; intense	Le café est trop fort.	fuerte	a2 adj
fr-a2-093	faible (adj.)	sans force	Je me sens faible.	débil	a2 adj
fr-a2-094	occupé / occupée (adj.)	pris par des tâches	Je suis occupé maintenant.	ocupado	a2 adj
fr-a2-095	libre (adj.)	disponible	Tu es libre demain ?	libre	a2 adj
fr-a2-096	drôle (adj.)	qui fait rire ; aussi « bizarre »	Il est très drôle. C'est drôle, ça.	graciosos; raro	a2 adj feelings keyword
fr-a2-097	ennuyeux / ennuyeuse (adj.)	qui n'intéresse pas	Ce film est ennuyeux.	aburrido	a2 adj feelings
fr-a2-098	sympa (adj.)	agréable (familier)	Tes voisins sont sympas.	simpático, agradable	a2 adj feelings
fr-a2-099	mauvais / mauvaise (adj.)	de qualité négative	Il fait mauvais aujourd'hui.	malo	a2 adj
fr-a2-100	prêt / prête (adj.)	préparé	Le dîner est prêt.	listo	a2 adj
