id	front	definition	example	translation	tags
zh-a1-017	这 (zhè)	近的那个东西或人	这是我的老师。(Zhè shì wǒ de lǎoshī.)	esto, este	a1 pronoun hsk1 top100
zh-a1-018	那 (nà)	远的那个东西或人	那是他的车。(Nà shì tā de chē.)	eso, aquel	a1 pronoun hsk1 top100
zh-a1-019	有 (yǒu)	拥有；存在（否定用"没"）	我有一个哥哥。(Wǒ yǒu yí ge gēge.)	tener; haber	a1 verb hsk1 top100 grammar
zh-a1-020	没有 (méiyǒu)	"有"的否定	我没有钱。(Wǒ méiyǒu qián.)	no tener; no haber	a1 verb hsk1 top100 grammar
zh-a1-021	在 (zài)	位置在某个地方；正在做	他在家。我在北京工作。(Tā zài jiā. Wǒ zài Běijīng gōngzuò.)	estar (en un lugar); en	a1 verb hsk1 top100 grammar
zh-a1-022	很 (hěn)	程度高；形容词前面常常要有它	她很漂亮。(Tā hěn piàoliang.)	muy (a menudo no se traduce)	a1 adv hsk1 top100 grammar
zh-a1-023	也 (yě)	同样	我也是学生。(Wǒ yě shì xuésheng.)	también	a1 adv hsk1 top100
zh-a1-024	都 (dōu)	全部，所有	我们都是老师。(Wǒmen dōu shì lǎoshī.)	todos, ambos	a1 adv hsk1 top100
zh-a1-025	一 (yī)	数字 1	一个人。(yí ge rén)	uno	a1 number hsk1
zh-a1-026	二 (èr)	数字 2（数数用；量词前用"两"）	二、三、四。两个人。(èr, sān, sì. liǎng ge rén)	dos	a1 number hsk1
zh-a1-027	三 (sān)	数字 3	我有三本书。(Wǒ yǒu sān běn shū.)	tres	a1 number hsk1
zh-a1-028	四 (sì)	数字 4	四个苹果。(sì ge píngguǒ)	cuatro	a1 number hsk1
zh-a1-029	五 (wǔ)	数字 5	五点。(wǔ diǎn)	cinco	a1 number hsk1
zh-a1-030	六 (liù)	数字 6	六月。(liù yuè)	seis	a1 number hsk1
zh-a1-031	七 (qī)	数字 7	七天。(qī tiān)	siete	a1 number hsk1
zh-a1-032	八 (bā)	数字 8	八块钱。(bā kuài qián)	ocho	a1 number hsk1
zh-a1-033	九 (jiǔ)	数字 9	九点半。(jiǔ diǎn bàn)	nueve	a1 number hsk1
zh-a1-034	十 (shí)	数字 10	十个人。(shí ge rén)	diez	a1 number hsk1
zh-a1-035	个 (gè)	最常用的量词，数东西或人时用	一个人，三个苹果。(yí ge rén, sān ge píngguǒ)	(clasificador general)	a1 measure hsk1 top100 grammar
zh-a1-036	今天 (jīntiān)	现在的这一天	今天星期一。(Jīntiān xīngqīyī.)	hoy	a1 noun hsk1 time
zh-a1-037	明天 (míngtiān)	今天的后一天	明天见！(Míngtiān jiàn!)	mañana (día siguiente)	a1 noun hsk1 time
zh-a1-038	昨天 (zuótiān)	今天的前一天	昨天很冷。(Zuótiān hěn lěng.)	ayer	a1 noun hsk1 time
zh-a1-039	现在 (xiànzài)	这个时候	现在几点？(Xiànzài jǐ diǎn?)	ahora	a1 noun hsk1 time
zh-a1-040	年 (nián)	十二个月	二〇二六年。(èr líng èr liù nián)	año	a1 noun hsk1 time
zh-a1-041	月 (yuè)	一年有十二个月	我五月去中国。(Wǒ wǔ yuè qù Zhōngguó.)	mes	a1 noun hsk1 time
zh-a1-042	星期 (xīngqī)	七天	星期天我不工作。(Xīngqītiān wǒ bù gōngzuò.)	semana	a1 noun hsk1 time
zh-a1-043	点 (diǎn)	钟点，几点	现在三点。(Xiànzài sān diǎn.)	hora (en punto)	a1 noun hsk1 time
zh-a1-044	家 (jiā)	住的地方；家人	我回家。我家有四个人。(Wǒ huí jiā. Wǒ jiā yǒu sì ge rén.)	casa; familia	a1 noun hsk1 top100
zh-a1-045	学校 (xuéxiào)	学习的地方	学校很大。(Xuéxiào hěn dà.)	escuela	a1 noun hsk1 places
zh-a1-046	老师 (lǎoshī)	教书的人	王老师很好。(Wáng lǎoshī hěn hǎo.)	profesor	a1 noun hsk1 people
zh-a1-047	学生 (xuésheng)	学习的人	我是大学生。(Wǒ shì dàxuésheng.)	estudiante	a1 noun hsk1 people
zh-a1-048	朋友 (péngyou)	关系好的人	他是我的好朋友。(Tā shì wǒ de hǎo péngyou.)	amigo	a1 noun hsk1 people
zh-a1-049	妈妈 (māma)	母亲	我妈妈是医生。(Wǒ māma shì yīshēng.)	mamá	a1 noun hsk1 family
zh-a1-050	爸爸 (bàba)	父亲	爸爸在工作。(Bàba zài gōngzuò.)	papá	a1 noun hsk1 family
zh-a1-051	中国 (Zhōngguó)	国家名	我想去中国。(Wǒ xiǎng qù Zhōngguó.)	China	a1 noun hsk1 places
zh-a1-052	汉语 (Hànyǔ)	中国人说的语言	我学汉语。(Wǒ xué Hànyǔ.)	chino (idioma)	a1 noun hsk1 school
zh-a1-053	字 (zì)	汉字，一个一个的	这个字怎么读？(Zhège zì zěnme dú?)	carácter	a1 noun hsk1 school
zh-a1-054	书 (shū)	看的东西，有很多页	我看书。(Wǒ kàn shū.)	libro	a1 noun hsk1 objects
zh-a1-055	水 (shuǐ)	喝的，没有颜色	我要喝水。(Wǒ yào hē shuǐ.)	agua	a1 noun hsk1 food
zh-a1-056	茶 (chá)	热的饮料，中国人常喝	你喝茶吗？(Nǐ hē chá ma?)	té	a1 noun hsk1 food
zh-a1-057	饭 (fàn)	米饭；也指一顿饭	我们吃饭吧。(Wǒmen chī fàn ba.)	arroz; comida	a1 noun hsk1 food
zh-a1-058	菜 (cài)	蔬菜；饭店里点的一个个菜	这个菜很好吃。(Zhège cài hěn hǎochī.)	verdura; plato	a1 noun hsk1 food
zh-a1-059	苹果 (píngguǒ)	一种水果，红的或绿的	我喜欢吃苹果。(Wǒ xǐhuan chī píngguǒ.)	manzana	a1 noun hsk1 food
zh-a1-060	钱 (qián)	买东西用的	多少钱？(Duōshao qián?)	dinero	a1 noun hsk1 shopping
zh-a1-061	块 (kuài)	钱的单位（口语，= 元）	十块钱。(shí kuài qián)	yuan (coloquial)	a1 measure hsk1 shopping
zh-a1-062	东西 (dōngxi)	物品，不说清楚是什么	我要买东西。(Wǒ yào mǎi dōngxi.)	cosa(s)	a1 noun hsk1 top100
zh-a1-063	商店 (shāngdiàn)	买东西的地方	商店几点开？(Shāngdiàn jǐ diǎn kāi?)	tienda	a1 noun hsk1 places
zh-a1-064	医院 (yīyuàn)	看病的地方	医院在哪儿？(Yīyuàn zài nǎr?)	hospital	a1 noun hsk1 places
zh-a1-065	医生 (yīshēng)	看病的人	他是医生。(Tā shì yīshēng.)	médico	a1 noun hsk1 people
zh-a1-066	天气 (tiānqì)	冷、热、下雨…	今天天气怎么样？(Jīntiān tiānqì zěnmeyàng?)	tiempo (clima)	a1 noun hsk1 weather
zh-a1-067	大 (dà)	不小	这个很大。(Zhège hěn dà.)	grande	a1 adj hsk1 top100
zh-a1-068	小 (xiǎo)	不大	小猫。(xiǎo māo)	pequeño	a1 adj hsk1 top100
zh-a1-069	多 (duō)	数量大	人很多。(Rén hěn duō.)	mucho(s)	a1 adj hsk1 top100
zh-a1-070	少 (shǎo)	数量小	钱太少了。(Qián tài shǎo le.)	poco(s)	a1 adj hsk1
zh-a1-071	冷 (lěng)	温度低	今天很冷。(Jīntiān hěn lěng.)	frío	a1 adj hsk1 weather
zh-a1-072	热 (rè)	温度高	北京的夏天很热。(Běijīng de xiàtiān hěn rè.)	calor, caliente	a1 adj hsk1 weather
zh-a1-073	高兴 (gāoxìng)	开心，快乐	认识你很高兴。(Rènshi nǐ hěn gāoxìng.)	contento, encantado	a1 adj hsk1 feelings
zh-a1-074	漂亮 (piàoliang)	好看	她很漂亮。(Tā hěn piàoliang.)	bonito, guapa	a1 adj hsk1
zh-a1-075	吃 (chī)	把食物放进嘴里	你吃什么？(Nǐ chī shénme?)	comer	a1 verb hsk1 food
zh-a1-076	喝 (hē)	把液体放进嘴里	我喝咖啡。(Wǒ hē kāfēi.)	beber	a1 verb hsk1 food
zh-a1-077	看 (kàn)	用眼睛；也指看书、看电影	我看电视。(Wǒ kàn diànshì.)	ver, mirar, leer	a1 verb hsk1 top100
zh-a1-078	听 (tīng)	用耳朵	我听音乐。(Wǒ tīng yīnyuè.)	escuchar	a1 verb hsk1
zh-a1-079	说 (shuō)	用嘴表达	他说汉语。(Tā shuō Hànyǔ.)	hablar, decir	a1 verb hsk1 top100
zh-a1-080	读 (dú)	看着文字念出来；学习	请读这个字。(Qǐng dú zhège zì.)	leer (en voz alta)	a1 verb hsk1 school
zh-a1-081	写 (xiě)	用笔造字	我写汉字。(Wǒ xiě Hànzì.)	escribir	a1 verb hsk1 school
zh-a1-082	学习 (xuéxí)	上课、看书，得到知识	我学习汉语。(Wǒ xuéxí Hànyǔ.)	estudiar, aprender	a1 verb hsk1 school
zh-a1-083	工作 (gōngzuò)	做事赚钱；也是名词	我在医院工作。(Wǒ zài yīyuàn gōngzuò.)	trabajar; trabajo	a1 verb hsk1 work
zh-a1-084	去 (qù)	到别的地方	我去学校。(Wǒ qù xuéxiào.)	ir	a1 verb hsk1 top100
zh-a1-085	来 (lái)	到说话的人这里	你来我家吧。(Nǐ lái wǒ jiā ba.)	venir	a1 verb hsk1 top100
zh-a1-086	回 (huí)	去原来的地方	我回家。(Wǒ huí jiā.)	volver	a1 verb hsk1
zh-a1-087	买 (mǎi)	用钱换东西	我买苹果。(Wǒ mǎi píngguǒ.)	comprar	a1 verb hsk1 shopping
zh-a1-088	想 (xiǎng)	愿意、打算；思考	我想喝茶。(Wǒ xiǎng hē chá.)	querer (desear); pensar	a1 verb hsk1 top100
zh-a1-089	要 (yào)	需要，想要；将要	我要一杯咖啡。(Wǒ yào yì bēi kāfēi.)	querer, necesitar	a1 verb hsk1 top100
zh-a1-090	喜欢 (xǐhuan)	对…有好感	我喜欢中国菜。(Wǒ xǐhuan Zhōngguó cài.)	gustar	a1 verb hsk1 top100
zh-a1-091	会 (huì)	学过所以能做	我会说一点汉语。(Wǒ huì shuō yìdiǎn Hànyǔ.)	saber (hacer)	a1 verb hsk1 grammar
zh-a1-092	能 (néng)	有能力或条件做	你能帮我吗？(Nǐ néng bāng wǒ ma?)	poder	a1 verb hsk1 grammar
zh-a1-093	认识 (rènshi)	知道是谁，见过	我认识他。认识你很高兴。(Wǒ rènshi tā.)	conocer	a1 verb hsk1
zh-a1-094	住 (zhù)	生活在某个地方	你住在哪儿？(Nǐ zhù zài nǎr?)	vivir (en un lugar)	a1 verb hsk1
zh-a1-095	睡觉 (shuìjiào)	晚上闭眼休息	我十一点睡觉。(Wǒ shíyī diǎn shuìjiào.)	dormir	a1 verb hsk1 routine
zh-a1-096	谢谢 (xièxie)	表示感谢的话	谢谢你！不客气。(Xièxie nǐ! Bú kèqi.)	gracias	a1 phrase hsk1 top100
zh-a1-097	再见 (zàijiàn)	分开时说的话	再见！明天见。(Zàijiàn! Míngtiān jiàn.)	adiós	a1 phrase hsk1 top100
zh-a1-098	对不起 (duìbuqǐ)	道歉的话	对不起，我来晚了。(Duìbuqǐ, wǒ lái wǎn le.)	perdón, lo siento	a1 phrase hsk1 top100
zh-a1-099	请 (qǐng)	客气地要别人做什么	请坐。请喝茶。(Qǐng zuò. Qǐng hē chá.)	por favor	a1 verb hsk1 top100
zh-a1-100	多少 (duōshao)	问数量（大数字）	多少钱？你们有多少人？(Duōshao qián?)	cuánto(s)	a1 pronoun hsk1 question
zh-a1-101	几 (jǐ)	问数量（小数字，十以下）	你有几个孩子？现在几点？(Nǐ yǒu jǐ ge háizi?)	cuántos (pocos)	a1 pronoun hsk1 question
zh-a1-102	怎么 (zěnme)	问方法或原因	这个字怎么写？(Zhège zì zěnme xiě?)	cómo	a1 pronoun hsk1 question
zh-a1-103	怎么样 (zěnmeyàng)	问情况、意见	你觉得怎么样？(Nǐ juéde zěnmeyàng?)	qué tal, cómo es	a1 pronoun hsk1 question
zh-a1-104	呢 (ne)	句末，反问同一个问题："你呢？"	我很好，你呢？(Wǒ hěn hǎo, nǐ ne?)	¿y…? (partícula)	a1 particle hsk1 grammar
zh-a1-105	了 (le)	表示动作完成或情况变化	我吃饭了。他来了。(Wǒ chī fàn le. Tā lái le.)	(aspecto: ya, completado)	a1 particle hsk1 top100 grammar
zh-a1-106	和 (hé)	连接两个名词	我和你。爸爸和妈妈。(Wǒ hé nǐ.)	y (une sustantivos)	a1 conj hsk1 top100
zh-a1-107	太 (tài)	程度太高，常和"了"一起	太贵了！太好了！(Tài guì le!)	demasiado	a1 adv hsk1
zh-a1-108	一点儿 (yìdiǎnr)	少量	我会说一点儿汉语。(Wǒ huì shuō yìdiǎnr Hànyǔ.)	un poco	a1 adv hsk1
zh-a1-109	一起 (yìqǐ)	一同，一块儿	我们一起吃饭吧。(Wǒmen yìqǐ chī fàn ba.)	juntos	a1 adv hsk1
zh-a1-110	岁 (suì)	年龄的单位	你几岁？我三十岁。(Nǐ jǐ suì? Wǒ sānshí suì.)	años (de edad)	a1 measure hsk1
zh-a1-111	本 (běn)	书的量词	三本书。(sān běn shū)	(clasificador de libros)	a1 measure hsk1 grammar
zh-a1-112	杯 (bēi)	杯子的量词，一杯水	一杯茶。(yì bēi chá)	taza, vaso (clasificador)	a1 measure hsk1
zh-a1-113	些 (xiē)	不确定的数量，"一些"	我买了一些东西。(Wǒ mǎi le yìxiē dōngxi.)	algunos	a1 measure hsk1
zh-a1-114	零 (líng)	数字 0	二〇二六年。(èr líng èr liù nián)	cero	a1 number hsk1
zh-a1-115	百 (bǎi)	数字 100	一百块。(yìbǎi kuài)	cien	a1 number hsk1
zh-a1-116	号 (hào)	日期的"日"（口语）；号码	今天几号？五月十号。(Jīntiān jǐ hào?)	día (del mes); número	a1 noun hsk1 time
zh-a1-117	分钟 (fēnzhōng)	时间单位，六十分钟是一小时	等五分钟。(Děng wǔ fēnzhōng.)	minuto	a1 noun hsk1 time
zh-a1-118	小时 (xiǎoshí)	六十分钟	我睡了八个小时。(Wǒ shuì le bā ge xiǎoshí.)	hora (duración)	a1 noun hsk1 time
zh-a1-119	上午 (shàngwǔ)	早上到中午	上午我有课。(Shàngwǔ wǒ yǒu kè.)	mañana (parte del día)	a1 noun hsk1 time
zh-a1-120	中午 (zhōngwǔ)	十二点左右	中午吃什么？(Zhōngwǔ chī shénme?)	mediodía	a1 noun hsk1 time
zh-a1-121	下午 (xiàwǔ)	中午到晚上	下午三点见。(Xiàwǔ sān diǎn jiàn.)	tarde	a1 noun hsk1 time
zh-a1-122	晚上 (wǎnshang)	天黑以后	晚上好！(Wǎnshang hǎo!)	noche	a1 noun hsk1 time
zh-a1-123	时候 (shíhou)	时间，"…的时候"	你什么时候来？(Nǐ shénme shíhou lái?)	momento; cuando	a1 noun hsk1 time
zh-a1-124	星期一 (xīngqīyī)	一周的第一天（星期二、三…到星期六；星期天/星期日）	星期一上班。(Xīngqīyī shàngbān.)	lunes	a1 noun hsk1 time days
zh-a1-125	星期天 (xīngqītiān)	一周的最后一天，休息	星期天我在家。(Xīngqītiān wǒ zài jiā.)	domingo	a1 noun hsk1 time days
zh-a1-126	儿子 (érzi)	男孩子（对父母说）	我有一个儿子。(Wǒ yǒu yí ge érzi.)	hijo	a1 noun hsk1 family
zh-a1-127	女儿 (nǚ'ér)	女孩子（对父母说）	她的女儿五岁。(Tā de nǚ'ér wǔ suì.)	hija	a1 noun hsk1 family
zh-a1-128	哥哥 (gēge)	比我大的兄弟	我哥哥是老师。(Wǒ gēge shì lǎoshī.)	hermano mayor	a1 noun hsk1 family
zh-a1-129	姐姐 (jiějie)	比我大的姊妹	姐姐在北京工作。(Jiějie zài Běijīng gōngzuò.)	hermana mayor	a1 noun hsk1 family
zh-a1-130	弟弟 (dìdi)	比我小的兄弟	弟弟是学生。(Dìdi shì xuésheng.)	hermano menor	a1 noun hsk1 family
zh-a1-131	妹妹 (mèimei)	比我小的姊妹	妹妹很漂亮。(Mèimei hěn piàoliang.)	hermana menor	a1 noun hsk1 family
zh-a1-132	孩子 (háizi)	小孩儿；儿女	他们有两个孩子。(Tāmen yǒu liǎng ge háizi.)	niño; hijo	a1 noun hsk1 family
zh-a1-133	先生 (xiānsheng)	对男人的尊称；丈夫	王先生，您好！(Wáng xiānsheng, nín hǎo!)	señor; esposo	a1 noun hsk1 people
zh-a1-134	小姐 (xiǎojiě)	对年轻女人的称呼	李小姐是医生。(Lǐ xiǎojiě shì yīshēng.)	señorita	a1 noun hsk1 people
zh-a1-135	您 (nín)	"你"的尊称	您好！您是王老师吗？(Nín hǎo!)	usted	a1 pronoun hsk1 top100
zh-a1-136	他们 (tāmen)	他的复数	他们是我朋友。(Tāmen shì wǒ péngyou.)	ellos	a1 pronoun hsk1
zh-a1-137	同学 (tóngxué)	一起学习的人	他是我同学。(Tā shì wǒ tóngxué.)	compañero de clase	a1 noun hsk1 people
zh-a1-138	北京 (Běijīng)	中国的首都	我住在北京。(Wǒ zhù zài Běijīng.)	Pekín	a1 noun hsk1 places
zh-a1-139	饭店 (fàndiàn)	吃饭的地方；也指宾馆	我们去饭店吃饭。(Wǒmen qù fàndiàn chī fàn.)	restaurante; hotel	a1 noun hsk1 places
zh-a1-140	火车站 (huǒchēzhàn)	坐火车的地方	火车站远吗？(Huǒchēzhàn yuǎn ma?)	estación de tren	a1 noun hsk1 transport
zh-a1-141	出租车 (chūzūchē)	付钱坐的车	我们坐出租车去。(Wǒmen zuò chūzūchē qù.)	taxi	a1 noun hsk1 transport
zh-a1-142	飞机 (fēijī)	天上飞的交通工具	我坐飞机去中国。(Wǒ zuò fēijī qù Zhōngguó.)	avión	a1 noun hsk1 transport
zh-a1-143	坐 (zuò)	坐下；坐车、坐飞机	请坐。我坐地铁。(Qǐng zuò. Wǒ zuò dìtiě.)	sentarse; tomar (transporte)	a1 verb hsk1
zh-a1-144	开 (kāi)	打开；开车；商店开门	开门。他会开车。(Kāi mén. Tā huì kāi chē.)	abrir; conducir	a1 verb hsk1
zh-a1-145	电脑 (diànnǎo)	计算机	我的电脑很新。(Wǒ de diànnǎo hěn xīn.)	computadora	a1 noun hsk1 objects
zh-a1-146	电视 (diànshì)	看节目的机器	晚上我看电视。(Wǎnshang wǒ kàn diànshì.)	televisión	a1 noun hsk1 objects
zh-a1-147	电影 (diànyǐng)	在电影院看的	我们去看电影吧。(Wǒmen qù kàn diànyǐng ba.)	película	a1 noun hsk1
zh-a1-148	桌子 (zhuōzi)	放东西、吃饭的家具	书在桌子上。(Shū zài zhuōzi shang.)	mesa	a1 noun hsk1 objects
zh-a1-149	椅子 (yǐzi)	坐的家具	这个椅子很舒服。(Zhège yǐzi hěn shūfu.)	silla	a1 noun hsk1 objects
zh-a1-150	杯子 (bēizi)	喝水用的	一个杯子。(yí ge bēizi)	vaso, taza	a1 noun hsk1 objects
zh-a1-151	衣服 (yīfu)	穿的东西	我想买衣服。(Wǒ xiǎng mǎi yīfu.)	ropa	a1 noun hsk1 shopping
zh-a1-152	猫 (māo)	一种小动物，喵喵叫	我有一只猫。(Wǒ yǒu yì zhī māo.)	gato	a1 noun hsk1
zh-a1-153	狗 (gǒu)	一种动物，汪汪叫	那只狗很大。(Nà zhī gǒu hěn dà.)	perro	a1 noun hsk1
zh-a1-154	上 (shàng)	高的位置；表面（在…上）	书在桌子上。(Shū zài zhuōzi shang.)	arriba; sobre	a1 noun hsk1 grammar
zh-a1-155	下 (xià)	低的位置（在…下）	猫在椅子下。(Māo zài yǐzi xià.)	abajo; debajo	a1 noun hsk1 grammar
zh-a1-156	里 (lǐ)	内部（在…里）	钱在包里。(Qián zài bāo lǐ.)	dentro	a1 noun hsk1 grammar
zh-a1-157	前面 (qiánmiàn)	前边的位置	学校在前面。(Xuéxiào zài qiánmiàn.)	delante	a1 noun hsk1 directions
zh-a1-158	后面 (hòumiàn)	后边的位置	医院在商店后面。(Yīyuàn zài shāngdiàn hòumiàn.)	detrás	a1 noun hsk1 directions
zh-a1-159	下雨 (xià yǔ)	天上掉水	今天下雨。(Jīntiān xià yǔ.)	llover	a1 verb hsk1 weather
zh-a1-160	高 (gāo)	不矮；也指高度	他很高。(Tā hěn gāo.)	alto	a1 adj hsk1
zh-a1-161	新 (xīn)	不旧	我买了一个新手机。(Wǒ mǎi le yí ge xīn shǒujī.)	nuevo	a1 adj hsk1
zh-a1-162	忙 (máng)	事情很多	我今天很忙。(Wǒ jīntiān hěn máng.)	ocupado	a1 adj hsk1
zh-a1-163	好吃 (hǎochī)	味道好	这个菜很好吃。(Zhège cài hěn hǎochī.)	rico, sabroso	a1 adj hsk1 food
zh-a1-164	对 (duì)	正确；也表示同意	对，你说得对。(Duì, nǐ shuō de duì.)	correcto; sí	a1 adj hsk1 top100
zh-a1-165	爱 (ài)	很喜欢，有深的感情	我爱你。我爱吃饺子。(Wǒ ài nǐ.)	amar; encantar	a1 verb hsk1
zh-a1-166	做 (zuò)	进行某个动作；制作	你做什么工作？我做饭。(Nǐ zuò shénme gōngzuò?)	hacer	a1 verb hsk1 top100
zh-a1-167	打电话 (dǎ diànhuà)	用电话联系	我给妈妈打电话。(Wǒ gěi māma dǎ diànhuà.)	llamar por teléfono	a1 verb hsk1 chunk
zh-a1-168	给 (gěi)	交给某人；也是介词"对、向"	给你。我给他一本书。(Gěi nǐ.)	dar; a, para	a1 verb hsk1 top100
zh-a1-169	觉得 (juéde)	有某种看法或感觉	我觉得很好。(Wǒ juéde hěn hǎo.)	pensar que, parecer	a1 verb hsk1
zh-a1-170	知道 (zhīdào)	了解一件事	我不知道。(Wǒ bù zhīdào.)	saber	a1 verb hsk1 top100
zh-a1-171	等 (děng)	停下来，直到某事发生	请等一下。(Qǐng děng yíxià.)	esperar	a1 verb hsk1
zh-a1-172	谢 (xiè)	感谢（多用"谢谢"）	不用谢。(Bú yòng xiè.)	agradecer	a1 verb hsk1
zh-a1-173	没关系 (méi guānxi)	回答"对不起"	— 对不起。— 没关系。(Méi guānxi.)	no pasa nada	a1 phrase hsk1 chunk
zh-a1-174	不客气 (bú kèqi)	回答"谢谢"	— 谢谢！— 不客气。(Bú kèqi.)	de nada	a1 phrase hsk1 chunk
zh-a1-175	喂 (wèi)	打电话时的第一句话	喂，你好，请问是王老师吗？(Wèi, nǐ hǎo.)	¿aló?, ¿diga?	a1 phrase hsk1
zh-a1-176	请问 (qǐngwèn)	客气地开始一个问题	请问，火车站在哪儿？(Qǐngwèn, huǒchēzhàn zài nǎr?)	disculpe, ¿…?	a1 phrase hsk1 chunk
zh-a1-177	吧 (ba)	句末，表示建议或猜测	我们走吧。你是学生吧？(Wǒmen zǒu ba.)	(sugerencia: ¿vamos?)	a1 particle hsk1 grammar
zh-a1-178	啊 (a)	句末，表示感叹	好啊！是啊。(Hǎo a!)	(exclamación)	a1 particle hsk1
zh-a1-179	前 (qián)	以前；前面	三天前。(sān tiān qián)	antes; delante	a1 noun hsk1 time
zh-a1-180	后 (hòu)	以后；后面	一年后。(yì nián hòu)	después; detrás	a1 noun hsk1 time
zh-a1-181	去年 (qùnián)	上一年	去年我在上海。(Qùnián wǒ zài Shànghǎi.)	el año pasado	a1 noun hsk1 time
zh-a1-182	天 (tiān)	一日；天空	三天。今天天气好。(sān tiān)	día; cielo	a1 noun hsk1 time
zh-a1-183	说话 (shuōhuà)	用嘴说	他不爱说话。(Tā bú ài shuōhuà.)	hablar	a1 verb hsk1
zh-a1-184	上班 (shàngbān)	去工作	我八点上班。(Wǒ bā diǎn shàngbān.)	ir a trabajar	a1 verb hsk1 work
zh-a1-185	上课 (shàngkè)	去上课；老师讲课	九点上课。(Jiǔ diǎn shàngkè.)	tener clase	a1 verb hsk1 school
zh-a1-186	下课 (xiàkè)	课结束	十点下课。(Shí diǎn xiàkè.)	terminar la clase	a1 verb hsk1 school
zh-a1-187	同意 (tóngyì)	说"对，可以"	我同意。(Wǒ tóngyì.)	estar de acuerdo	a1 verb
zh-a1-188	汉字 (Hànzì)	中国的文字	汉字很难。(Hànzì hěn nán.)	carácter chino	a1 noun hsk1 school
zh-a1-189	难 (nán)	不容易	汉语难不难？(Hànyǔ nán bù nán?)	difícil	a1 adj hsk1
zh-a1-190	容易 (róngyì)	不难	这个很容易。(Zhège hěn róngyì.)	fácil	a1 adj hsk1
zh-a1-191	贵 (guì)	价钱高	太贵了！(Tài guì le!)	caro	a1 adj hsk1 shopping
zh-a1-192	便宜 (piányi)	价钱低	这个很便宜。(Zhège hěn piányi.)	barato	a1 adj hsk1 shopping
zh-a1-193	远 (yuǎn)	距离大	学校很远。(Xuéxiào hěn yuǎn.)	lejos	a1 adj hsk1
zh-a1-194	近 (jìn)	距离小	医院很近。(Yīyuàn hěn jìn.)	cerca	a1 adj hsk1
zh-a1-195	累 (lèi)	没有力气	我很累。(Wǒ hěn lèi.)	cansado	a1 adj hsk1 feelings
zh-a1-196	饿 (è)	想吃东西	我饿了。(Wǒ è le.)	hambriento (tener hambre)	a1 adj hsk1 feelings
zh-a1-197	渴 (kě)	想喝水	我渴了，要喝水。(Wǒ kě le.)	sediento (tener sed)	a1 adj hsk1 feelings
zh-a1-198	手机 (shǒujī)	可以带着走的电话	你的手机号是多少？(Nǐ de shǒujī hào shì duōshao?)	celular, móvil	a1 noun hsk1 objects
zh-a1-199	路 (lù)	走的地方	这条路很长。(Zhè tiáo lù hěn cháng.)	camino, calle	a1 noun hsk1 places
zh-a1-200	地图 (dìtú)	画着地方的纸	我有北京地图。(Wǒ yǒu Běijīng dìtú.)	mapa	a1 noun hsk1 objects
