poco (avv./adj.)	in piccola quantità	Parlo poco inglese.	poco	a1 adv top100
anche (avv.)	pure, inoltre	Anch'io voglio venire.	también	a1 adv top100
adesso / ora (avv.)	in questo momento	Adesso non posso, sono occupato.	ahora	a1 adv time
oggi (avv.)	in questo giorno	Oggi è venerdì.	hoy	a1 adv time
domani (avv.)	il giorno dopo oggi	A domani!	mañana (día siguiente)	a1 adv time
ieri (avv.)	il giorno prima di oggi	Ieri ha piovuto molto.	ayer	a1 adv time
sempre (avv.)	in ogni occasione	Faccio sempre colazione.	siempre	a1 adv time
mai (avv.)	in nessuna occasione (con non)	Non sono mai stato a Venezia.	nunca	a1 adv time
qui / qua (avv.)	in questo luogo	Si siede qui, per favore.	aquí	a1 adv place
lì / là (avv.)	in quel luogo	Il bagno è lì, a destra.	allí, ahí	a1 adv place
dove (avv.)	in quale luogo	Dove abiti?	dónde	a1 adv question
quando (avv.)	in quale momento	Quando arrivi?	cuándo	a1 adv question
come (avv.)	in che modo	Come ti chiami? Come stai?	cómo	a1 adv question
perché (avv./cong.)	domanda e risposta sul motivo (una sola parola per entrambe)	Perché studi italiano? Perché voglio lavorare a Milano.	por qué; porque	a1 adv question keyword
quanto (agg./pron.)	domanda la quantità	Quanto costa? Quanti anni hai?	cuánto	a1 pron question
chi (pron.)	domanda la persona	Chi è lei?	quién	a1 pron question
che / cosa (pron.)	domanda la cosa; unisce frasi	Che cos'è? Cosa fai? Penso che sì.	qué; que	a1 pron top100
quale (pron.)	domanda tra opzioni	Quale preferisci?	cuál	a1 pron question
sì (avv.)	risposta affermativa (con accento!)	Sì, voglio.	sí	a1 adv top100
no / non (avv.)	«no» risponde; «non» nega il verbo	No, grazie. Non lo so.	no	a1 adv top100 grammar
grazie (inter.)	ringraziamento	Grazie mille!	gracias	a1 phrase top100
per favore / per piacere (loc.)	richiesta gentile	Un'acqua, per favore.	por favor	a1 phrase top100
scusa / scusi (inter.)	per chiedere perdono o attenzione (scusi è formale)	Scusi, non ho capito. Scusa, che ore sono?	perdón, disculpe	a1 phrase top100
ciao (inter.)	saluto informale, per arrivare e per andare	Ciao, come stai?	hola / adiós (informal)	a1 phrase top100
buongiorno (inter.)	saluto della mattina e del giorno	Buongiorno, signora!	buenos días	a1 phrase top100
arrivederci (inter.)	saluto formale per andare via	Arrivederci, a domani!	adiós, hasta luego	a1 phrase top100
come stai? (loc.)	domanda di cortesia (come sta? formale)	— Come stai? — Bene, grazie, e tu?	¿cómo estás?	a1 phrase chunk
prego (inter.)	risposta a «grazie»; anche «avanti», «dica»	— Grazie! — Prego.	de nada; adelante	a1 phrase chunk keyword
permesso (inter.)	per passare o entrare	Permesso, posso passare?	permiso	a1 phrase chunk
io (pron.)	prima persona singolare (si omette spesso)	Io sono di Bogotá.	yo	a1 pron top100
tu (pron.)	seconda persona, informale	Tu sei italiano?	tú	a1 pron top100
Lei (pron.)	forma di cortesia (verbo alla terza persona, maiuscola)	Lei è il professore?	usted	a1 pron top100 grammar
lui / lei (pron.)	terza persona	Lui lavora qui. Lei è medico.	él / ella	a1 pron top100
noi (pron.)	prima persona plurale	Noi andiamo al cinema.	nosotros	a1 pron top100
voi (pron.)	seconda persona plurale	Voi venite?	vosotros, ustedes	a1 pron top100
loro (pron.)	terza persona plurale	Loro abitano a Milano.	ellos / ellas	a1 pron top100
mio / mia (agg.)	possessivo della prima persona (con articolo: il mio, la mia)	Il mio fratello… no: mio fratello. La mia casa.	mi, mío	a1 pron possessive grammar
tuo / tua (agg.)	possessivo di «tu»	È il tuo libro?	tu, tuyo	a1 pron possessive
suo / sua (agg.)	possessivo di lui, lei e Lei	Qual è il Suo nome?	su, suyo	a1 pron possessive
questo / questa (agg.)	ciò che è vicino	Questo libro è buono.	este / esta	a1 pron demonstrative
quello / quella (agg.)	ciò che è lontano (forme come l'articolo: quel, quell', quegli)	Quella donna è mia madre. Quel ragazzo.	aquel / aquella, ese	a1 pron demonstrative keyword
un / una (art.)	articolo indeterminativo (uno davanti a s+cons., z; un' davanti a vocale femminile)	Un caffè e un'acqua. Uno studente.	un / una	a1 article grammar
il / lo / la (art.)	articolo determinativo singolare (lo davanti a s+cons., z, gn; l' davanti a vocale)	Il libro, lo studente, la casa, l'amico.	el / la	a1 article grammar
i / gli / le (art.)	articolo determinativo plurale (gli è il plurale di lo e l')	I libri, gli studenti, le case, gli amici.	los / las	a1 article grammar
di (prep.)	origine, possesso (di + il = del, di + la = della)	Sono di Medellín. Il libro del professore.	de	a1 prep top100 grammar
a (prep.)	luogo, direzione, ora (a + il = al, a + la = alla)	Abito a Roma. Vado al mercato. Alle otto.	a, en	a1 prep top100 grammar
in (prep.)	dentro; paesi e regioni; mezzi (in + il = nel)	Abito in Italia. Vengo in autobus. Nel libro.	en	a1 prep top100 grammar
da (prep.)	provenienza; «a casa di»; durata (da + il = dal)	Vengo da Bogotá. Vado dal medico. Abito qui da due anni.	de (origen); a casa de; desde hace	a1 prep top100 keyword
per (prep.)	destinazione, scopo	È per te. Un biglietto per Napoli.	para	a1 prep top100
con (prep.)	compagnia, strumento	Vengo con te. Caffè con latte.	con	a1 prep top100
senza (prep.)	mancanza di qualcosa	Un caffè senza zucchero.	sin	a1 prep
su (prep.)	sopra; argomento (su + il = sul)	Il libro è sul tavolo.	sobre, en	a1 prep grammar
e (cong.)	unisce parole o frasi (ed davanti a vocale)	Pane e burro. Tu ed io.	y	a1 conj top100
o (cong.)	alternativa	Caffè o tè?	o	a1 conj top100
ma (cong.)	opposizione	Voglio venire, ma non posso.	pero	a1 conj top100
lunedì (s.m.)	primo giorno della settimana (i giorni sono maschili, senza maiuscola)	Lunedì torno al lavoro.	lunes	a1 noun time days
martedì (s.m.)	giorno dopo lunedì	Martedì ho lezione.	martes	a1 noun time days
mercoledì (s.m.)	giorno a metà settimana	Mercoledì c'è il mercato.	miércoles	a1 noun time days
giovedì (s.m.)	giorno prima di venerdì	Giovedì sera usciamo.	jueves	a1 noun time days
venerdì (s.m.)	ultimo giorno di lavoro	Venerdì! Finalmente il fine settimana!	viernes	a1 noun time days
sabato (s.m.)	primo giorno del fine settimana	Sabato vado al mare.	sábado	a1 noun time days
domenica (s.f.)	giorno di riposo (l'unico femminile)	La domenica si pranza in famiglia.	domingo	a1 noun time days gender
fine settimana / weekend (s.m.)	sabato e domenica	Che fai nel fine settimana?	fin de semana	a1 noun time chunk
colazione (s.f.)	primo pasto del giorno (fare colazione)	Faccio colazione alle sette.	desayuno	a1 noun food chunk
pranzo (s.m.)	pasto di mezzogiorno	Il pranzo è all'una.	almuerzo, comida	a1 noun food
cena (s.f.)	pasto della sera	Ceniamo fuori stasera?	cena	a1 noun food
pane (s.m.)	alimento fatto di farina	Pane fresco del forno.	pan	a1 noun food
latte (s.m.)	liquido bianco (maschile in italiano!)	Un bicchiere di latte, per favore.	leche	a1 noun food gender
caffè (s.m.)	bevanda calda scura; in Italia è l'espresso	Un caffè, per favore.	café	a1 noun food
succo (s.m.)	bevanda di frutta	Un succo d'arancia.	jugo, zumo	a1 noun food
carne (s.f.)	alimento di origine animale	Non mangio carne.	carne	a1 noun food
pollo (s.m.)	carne di gallina	Pollo con le patate.	pollo	a1 noun food
pesce (s.m.)	animale dell'acqua che si mangia	Il pesce è fresco.	pescado, pez	a1 noun food
verdura (s.f.)	alimenti vegetali	Bisogna mangiare la verdura.	verdura	a1 noun food
frutta (s.f.)	alimento dolce delle piante (collettivo)	Mangio frutta a colazione.	fruta	a1 noun food
formaggio (s.m.)	alimento fatto con il latte	Parmigiano è un formaggio.	queso	a1 noun food
dolce (s.m./agg.)	dessert; anche l'aggettivo	Come dolce, un tiramisù.	postre; dulce	a1 noun food
conto (s.m.)	quello che si paga al ristorante	Il conto, per favore.	cuenta	a1 noun food shopping
menù (s.m.)	lista dei piatti	Posso avere il menù?	menú, carta	a1 noun food
cameriere / cameriera (s.)	chi serve al ristorante	Cameriere, un'altra acqua!	camarero, mesero	a1 noun people food
negozio (s.m.)	luogo dove si compra	Il negozio apre alle nove.	tienda	a1 noun shopping falsefriend
mercato / supermercato (s.m.)	luogo dove si compra da mangiare	Vado al supermercato.	mercado / supermercado	a1 noun shopping
prezzo (s.m.)	quanto costa	Qual è il prezzo?	precio	a1 noun shopping
carta (s.f.)	mezzo di pagamento; anche il materiale	Posso pagare con la carta?	tarjeta; papel	a1 noun shopping keyword
resto (s.m.)	denaro che torna	Tenga il resto.	cambio, vuelto	a1 noun shopping
euro (s.m.)	moneta dell'Italia (invariabile)	Costa venti euro.	euro	a1 noun shopping
vestiti (s.m.pl.)	quello che si indossa	Devo comprare vestiti nuovi.	ropa	a1 noun shopping
scarpe (s.f.pl.)	quello che si mette ai piedi	Che belle scarpe!	zapatos	a1 noun shopping
telefono / cellulare (s.m.)	apparecchio per chiamare	Il mio cellulare è scarico.	teléfono; móvil, celular	a1 noun objects
chiave (s.f.)	apre la porta	Dove sono le chiavi?	llave	a1 noun objects
tavolo (s.m.)	mobile per mangiare o lavorare	Un tavolo per due, per favore.	mesa	a1 noun objects
sedia (s.f.)	mobile per sedersi	Siediti su quella sedia.	silla	a1 noun objects
porta (s.f.)	da dove si entra	Chiudi la porta, per favore.	puerta	a1 noun objects
finestra (s.f.)	apertura nel muro con vetro	Apri la finestra, fa caldo.	ventana	a1 noun objects
camera (s.f.)	stanza dove si dorme; stanza d'albergo	La mia camera è piccola. Una camera doppia.	habitación, dormitorio	a1 noun home falsefriend
bagno (s.m.)	stanza con doccia e water	Dov'è il bagno?	baño	a1 noun home
cucina (s.f.)	dove si prepara da mangiare; anche il modo di cucinare	La cucina è grande. Amo la cucina italiana.	cocina	a1 noun home
salotto / soggiorno (s.m.)	stanza principale della casa	La TV è in salotto.	sala, salón	a1 noun home
appartamento (s.m.)	casa in un palazzo	Abito in un appartamento in centro.	apartamento, piso	a1 noun home
palazzo (s.m.)	edificio a più piani (anche modesto)	Lavoro in quel palazzo.	edificio	a1 noun places falsefriend
mare (s.m.)	acqua salata; «andare al mare» = ir a la playa	Domenica andiamo al mare?	mar; playa	a1 noun places keyword
parco (s.m.)	area verde in città	I bambini giocano al parco.	parque	a1 noun places
ristorante (s.m.)	luogo per mangiare fuori	Conosci un buon ristorante?	restaurante	a1 noun places
albergo / hotel (s.m.)	luogo per dormire in viaggio	L'albergo è vicino al centro.	hotel	a1 noun places
aeroporto (s.m.)	da dove partono gli aerei	Vengo a prenderti all'aeroporto.	aeropuerto	a1 noun transport
metropolitana / metro (s.f.)	treno urbano sotterraneo	Prendo la metro ogni giorno.	metro	a1 noun transport
stazione (s.f.)	da dove partono i treni	La stazione è lontana?	estación	a1 noun transport
treno (s.m.)	trasporto su rotaie	Il treno parte alle dieci.	tren	a1 noun transport
biglietto (s.m.)	quello che si compra per viaggiare o entrare	Ho comprato un biglietto per Napoli.	billete, boleto	a1 noun transport
sinistra / destra (s.f.)	i due lati	Gira a sinistra, poi a destra.	izquierda / derecha	a1 noun directions
