indicate (v)	to point out	The sign indicates the exit.	indicar	b1 awl sublist1
individual (n/adj)	a single person; separate	Each individual is unique.	individuo/individual	b1 awl sublist1
interpret (v)	to explain meaning	Interpret these results.	interpretar	b2 awl sublist1
involve (v)	to include necessarily	The job involves travel.	implicar/conllevar	b1 awl sublist1
issue (n/v)	a topic of debate; to publish	That's a serious issue.	asunto/emitir	b1 awl sublist1
labour (n)	work; workers	Manual labour is hard.	trabajo/mano de obra	b1 awl sublist1
legal (adj)	relating to law	Take legal advice.	legal	b1 awl sublist1
legislate (v)	to make laws	Congress legislated against pollution.	legislar	b2 awl sublist1
major (adj)	important	A major problem.	importante/principal	b1 awl sublist1
method (n)	a way of doing something	What method do you use?	método	b1 awl sublist1
occur (v)	to happen	The accident occurred yesterday.	ocurrir	b1 awl sublist1
percent (n)	one part in a hundred	Ten percent of students passed.	por ciento	a2 awl sublist1
period (n)	a length of time	A period of growth.	período	b1 awl sublist1
policy (n)	a plan of action	A new education policy.	política/normativa	b1 awl sublist1
principle (n)	a basic rule	Principles of physics.	principio	b1 awl sublist1
proceed (v)	to continue	Please proceed to gate 5.	proceder	b2 awl sublist1
process (n/v)	a series of actions	Learning is a slow process.	proceso/procesar	b1 awl sublist1
require (v)	to need	The job requires experience.	requerir	b1 awl sublist1
research (n/v)	systematic study	Research shows that...	investigación	b1 awl sublist1
respond (v)	to reply	Please respond by Friday.	responder	b1 awl sublist1
role (n)	a function or position	She plays a key role.	papel/función	b1 awl sublist1
section (n)	a part of something	The first section is easy.	sección	b1 awl sublist1
sector (n)	a branch of industry	The tech sector is growing.	sector	b1 awl sublist1
significant (adj)	important; substantial	A significant improvement.	significativo	b2 awl sublist1
similar (adj)	alike but not identical	We have similar opinions.	similar	a2 awl sublist1
source (n)	where something comes from	Cite your sources.	fuente	b1 awl sublist1
specific (adj)	clearly defined	Give specific examples.	específico	b1 awl sublist1
structure (n/v)	an organized arrangement	The structure of the essay is good.	estructura/estructurar	b1 awl sublist1
theory (n)	a system of ideas	Einstein's theory.	teoría	b1 awl sublist1
vary (v)	to differ; to change	Prices vary by season.	variar	b1 awl sublist1
achieve (v)	to accomplish	She achieved her goal.	lograr	b1 awl sublist2
acquire (v)	to obtain	He acquired new skills.	adquirir	b2 awl sublist2
administrate (v)	to manage	She administrates the program.	administrar	b2 awl sublist2
appropriate (adj)	suitable	An appropriate response.	apropiado	b1 awl sublist2
aspect (n)	a particular side or feature	Every aspect of life.	aspecto	b1 awl sublist2
assist (v)	to help	Can I assist you?	asistir	b1 awl sublist2
category (n)	a class or division	What category is this?	categoría	b1 awl sublist2
chapter (n)	a main division of a book	Read chapter five.	capítulo	a2 awl sublist2
commission (n)	authority granted; a fee	A government commission.	comisión	b2 awl sublist2
community (n)	a group of people living together	Our community supports each other.	comunidad	b1 awl sublist2
complex (adj)	complicated	A complex problem.	complejo	b1 awl sublist2
compute (v)	to calculate	Compute the average.	calcular	b2 awl sublist2
conclude (v)	to bring to an end; to deduce	I conclude that we should leave.	concluir	b1 awl sublist2
conduct (v/n)	to carry out; behavior	Conduct the experiment.	llevar a cabo/conducta	b1 awl sublist2
consequence (n)	a result	Face the consequences.	consecuencia	b1 awl sublist2
construct (v/n)	to build	Construct an argument.	construir	b1 awl sublist2
consume (v)	to use up; to eat	Don't consume too much sugar.	consumir	b1 awl sublist2
credit (n/v)	praise; financial trust	You deserve credit for this.	crédito/acreditar	b1 awl sublist2
culture (n)	the way of life of a people	English culture.	cultura	a2 awl sublist2
design (n/v)	a plan; to create a plan	A good design.	diseño/diseñar	b1 awl sublist2
distinct (adj)	clearly different	Two distinct categories.	distinto	b2 awl sublist2
element (n)	a component	A key element of success.	elemento	b1 awl sublist2
equate (v)	to consider as equal	He equates wealth with happiness.	equiparar	b2 awl sublist2
evaluate (v)	to judge the value of	Evaluate your options.	evaluar	b1 awl sublist2
feature (n/v)	a distinctive characteristic	A key feature of the design.	característica	b1 awl sublist2
focus (n/v)	the center of interest	The focus of the study.	enfoque/enfocarse	b1 awl sublist2
impact (n/v)	a strong effect	The impact was huge.	impacto/impactar	b1 awl sublist2
injure (v)	to harm	He injured his leg.	lesionar	b1 awl sublist2
institute (n/v)	an organization; to set up	A research institute.	instituto/instaurar	b1 awl sublist2
invest (v)	to put money into	Invest in your education.	invertir	b1 awl sublist2
item (n)	a single article	Each item on the list.	artículo	b1 awl sublist2
journal (n)	a periodical; a diary	A scientific journal.	revista/diario	b1 awl sublist2
maintain (v)	to keep up	Maintain a good attitude.	mantener	b1 awl sublist2
normal (adj)	usual	Normal behavior.	normal	a2 awl sublist2
obtain (v)	to get	Obtain permission first.	obtener	b1 awl sublist2
participate (v)	to take part	Participate in the discussion.	participar	b1 awl sublist2
perceive (v)	to become aware of	I perceive a problem here.	percibir	b2 awl sublist2
positive (adj)	favorable; sure	A positive attitude.	positivo	b1 awl sublist2
potential (n/adj)	possibility	She has great potential.	potencial	b1 awl sublist2
previous (adj)	earlier	The previous chapter.	previo	b1 awl sublist2
primary (adj)	first in order or importance	The primary cause.	principal/primario	b1 awl sublist2
purchase (v/n)	to buy	Purchase tickets online.	comprar/compra	b1 awl sublist2
range (n)	a set within limits	A wide range of options.	rango/gama	b1 awl sublist2
region (n)	an area	A coastal region.	región	b1 awl sublist2
regulate (v)	to control by rules	Laws regulate behavior.	regular	b2 awl sublist2
relevant (adj)	connected to the matter	A relevant question.	relevante	b1 awl sublist2
reside (v)	to live in a place	He resides in Madrid.	residir	b2 awl sublist2
resource (n)	a useful supply	Natural resources.	recurso	b1 awl sublist2
restrict (v)	to limit	Restrict your sugar intake.	restringir	b2 awl sublist2
secure (adj/v)	safe; to obtain	A secure connection.	seguro/asegurar	b1 awl sublist2
seek (v)	to look for	Seek help when needed.	buscar	b1 awl sublist2
select (v)	to choose	Select the best option.	seleccionar	a2 awl sublist2
strategy (n)	a plan	A new strategy.	estrategia	b1 awl sublist2
survey (n/v)	a study; to examine broadly	A market survey.	encuesta/encuestar	b1 awl sublist2
text (n)	written words	Read the text carefully.	texto	a2 awl sublist2
tradition (n)	a long-established custom	A family tradition.	tradición	a2 awl sublist2
transfer (v/n)	to move to another place	Transfer the file here.	transferir/traslado	b1 awl sublist2
alternative (n/adj)	another option	An alternative approach.	alternativa	b1 awl sublist3
circumstance (n)	a condition or situation	Under the circumstances...	circunstancia	b2 awl sublist3
comment (n/v)	a remark; to make a remark	Leave a comment below.	comentario/comentar	b1 awl sublist3
compensate (v)	to make up for	Money compensates time.	compensar	b2 awl sublist3
component (n)	a part of a whole	Each component matters.	componente	b1 awl sublist3
consent (n/v)	agreement; to agree	With your consent.	consentimiento/consentir	b2 awl sublist3
considerable (adj)	notably large	A considerable amount.	considerable	b2 awl sublist3
constitute (v)	to make up; to form	Twelve members constitute the board.	constituir	b2 awl sublist3
contrast (n/v)	a difference; to compare	In contrast to...	contraste	b1 awl sublist3
convene (v)	to gather formally	The committee convened.	convocar	b2 awl sublist3
coordinate (v)	to organize	Coordinate the team.	coordinar	b2 awl sublist3
debate (n/v)	a discussion; to discuss	A heated debate.	debate/debatir	b1 awl sublist3
demonstrate (v)	to show clearly	Demonstrate the technique.	demostrar	b1 awl sublist3
deny (v)	to refuse; to declare untrue	I deny the charges.	negar	b1 awl sublist3
differentiate (v)	to distinguish	Differentiate fact from opinion.	diferenciar	b2 awl sublist3
dispose (v)	to get rid of	Dispose of waste properly.	deshacerse de	b2 awl sublist3
emerge (v)	to come out	A new pattern emerged.	emerger/surgir	b2 awl sublist3
enable (v)	to make possible	Enable the feature.	permitir/habilitar	b1 awl sublist3
ensure (v)	to make certain	Ensure your safety first.	asegurar	b1 awl sublist3
exclude (v)	to leave out	Exclude irrelevant data.	excluir	b1 awl sublist3
expand (v)	to grow larger	Expand the section.	expandir	b1 awl sublist3
external (adj)	outside	An external factor.	externo	b1 awl sublist3
generate (v)	to produce	Generate ideas.	generar	b2 awl sublist3
imply (v)	to suggest indirectly	What are you implying?	implicar/insinuar	b2 awl sublist3
initial (adj)	first	The initial idea was good.	inicial	b1 awl sublist3
internal (adj)	inside	An internal review.	interno	b1 awl sublist3
license (n/v)	official permission	Driver's license.	licencia	b1 awl sublist3
mature (adj/v)	fully developed	A mature decision.	maduro/madurar	b1 awl sublist3
overall (adj/adv)	general; in general	The overall result was good.	general/en general	b1 awl sublist3
philosophy (n)	the study of fundamental questions	A philosophy class.	filosofía	b1 awl sublist3
predict (v)	to forecast	Predict the future.	predecir	b1 awl sublist3
principal (adj/n)	main; head of school	The principal reason.	principal	b1 awl sublist3
prior (adj)	earlier	Prior experience.	previo	b2 awl sublist3
publish (v)	to make public	Publish the article.	publicar	b1 awl sublist3
recover (v)	to get back; to heal	She recovered quickly.	recuperar	b1 awl sublist3
reveal (v)	to show what was hidden	Reveal the secret.	revelar	b2 awl sublist3
scope (n)	the range or extent	Within the scope of...	alcance	b2 awl sublist3
subsequent (adj)	following in time	Subsequent events.	posterior	b2 awl sublist3
substitute (n/v)	a replacement	A sugar substitute.	sustituto/sustituir	b2 awl sublist3
sufficient (adj)	enough	Sufficient evidence.	suficiente	b1 awl sublist3
sustain (v)	to maintain over time	Sustain growth.	sostener	b2 awl sublist3
trace (n/v)	a small remaining sign; to find	Trace the source.	rastro/rastrear	b2 awl sublist3
transform (v)	to change completely	Transform your life.	transformar	b1 awl sublist3
underlie (v)	to be the basis for	The principle underlies the law.	subyacer	c1 awl sublist3
utilize (v)	to make use of	Utilize all resources.	utilizar	b2 awl sublist3
adjacent (adj)	next to	An adjacent room.	adyacente	c1 awl sublist10
albeit (conj)	although	Successful, albeit briefly.	aunque	c1 awl sublist10
collapse (v/n)	to fall down; failure	The bridge collapsed.	colapsar/colapso	b2 awl sublist10
deviate (v)	to depart from	Deviate from the norm.	desviarse	c1 awl sublist10
displace (v)	to move from its place	War displaces people.	desplazar	c1 awl sublist10
incentive (n)	a motivation	A financial incentive.	incentivo	b2 awl sublist10
inhibit (v)	to hold back	Fear inhibits learning.	inhibir	c1 awl sublist10
nonetheless (adv)	in spite of that	He failed; nonetheless he tried again.	no obstante	b2 awl sublist10
notwithstanding (prep)	despite	Notwithstanding the rain, we went.	a pesar de	c1 awl sublist10
ongoing (adj)	continuing	An ongoing project.	en curso	b2 awl sublist10
panel (n)	a group of experts	A panel of judges.	panel	b1 awl sublist10
persist (v)	to continue stubbornly	Pain persisted for days.	persistir	b2 awl sublist10
pose (v)	to present a problem; to position	This poses a challenge.	plantear	b2 awl sublist10
reluctance (n)	unwillingness	He showed reluctance to leave.	renuencia	c1 awl sublist10
so-called (adj)	supposedly named	The so-called expert was wrong.	llamado/supuesto	b2 awl sublist10
straightforward (adj)	simple and clear	A straightforward task.	directo/sencillo	b2 awl sublist10
undergo (v)	to experience	Undergo treatment.	sufrir/someterse a	b2 awl sublist10
whereby (adv)	by which	A method whereby we can succeed.	mediante el cual	c1 awl sublist10
