love (v)	to feel strong affection	I love my family.	amar/encantar	a1 verb top50
good (adj)	of high quality	This is a good book.	bueno	a1 adjective top100
bad (adj)	not good	A bad day.	malo	a1 adjective top100
big (adj)	large	A big problem.	grande	a1 adjective top100
small (adj)	little	A small dog.	pequeño	a1 adjective top100
new (adj)	recently made	I have a new car.	nuevo	a1 adjective top100
old (adj)	having existed a long time	An old house.	viejo	a1 adjective top100
happy (adj)	feeling joy	I am happy today.	feliz	a1 adjective top100
tired (adj)	needing rest	I am tired.	cansado	a1 adjective top100
hot (adj)	high temperature	The soup is hot.	caliente	a1 adjective top100
cold (adj)	low temperature	It's cold outside.	frío	a1 adjective top100
in (prep)	inside	The book is in the bag.	en/dentro	a1 preposition top10
on (prep)	on top of	The phone is on the table.	sobre	a1 preposition top10
at (prep)	in a specific place	Meet me at the cafe.	en	a1 preposition top10
with (prep)	accompanied by	I'm with my friend.	con	a1 preposition top10
and (conj)	in addition to	Bread and butter.	y	a1 conjunction top10
but (conj)	however	I'm tired but happy.	pero	a1 conjunction top10
because (conj)	for the reason that	I left because I was tired.	porque	a1 conjunction top50
always (adv)	at all times	I always wake up at 7.	siempre	a1 adverb top50
never (adv)	not at any time	I never drink coffee.	nunca	a1 adverb top50
way (n)	a method or manner of doing something	This is the best way to learn.	manera/camino	a1 noun freq:top100
part (n)	a piece or section of something	The best part of the movie was the ending.	parte	a1 noun freq:top100
eye (n)	the organ used for seeing	She has blue eyes.	ojo	a1 noun freq:top100
place (n)	a particular location	This is a nice place to live.	lugar	a1 noun freq:top100
week (n)	a period of seven days	See you next week.	semana	a1 noun freq:top100
case (n)	a particular situation or instance	In that case, we should leave.	caso	a1 noun freq:top200
point (n)	a specific moment or idea	At that point, I gave up.	punto	a1 noun freq:top200
company (n)	a business organization	She works for a big company.	empresa	a1 noun freq:top200
number (n)	a word or symbol for counting	What is your phone number?	número	a1 noun freq:top200
group (n)	a set of people or things	A group of students arrived.	grupo	a1 noun freq:top200
fact (n)	something that is true	It is a fact that water boils at 100°C.	hecho	a1 noun freq:top200
say (v)	to speak words	She said hello.	decir	a1 verb irregular freq:top20
know (v)	to have information about	I know the answer.	saber/conocer	a1 verb irregular freq:top20
think (v)	to use your mind to consider	I think you're right.	pensar	a1 verb irregular freq:top20
take (v)	to grab or carry	Please take your coat.	tomar/coger	a1 verb irregular freq:top20
look (v)	to direct your eyes at something	Look at this picture.	mirar	a1 verb freq:top30
use (v)	to employ for a purpose	Can I use your pen?	usar	a1 verb freq:top30
find (v)	to discover the location of	I can't find my keys.	encontrar	a1 verb irregular freq:top30
give (v)	to transfer to someone else	Give me a minute.	dar	a1 verb irregular freq:top30
tell (v)	to inform verbally	Tell me the truth.	decir/contar	a1 verb irregular freq:top30
call (v)	to phone; to name	I'll call you tomorrow.	llamar	a1 verb freq:top30
try (v)	to attempt	Try this dish.	intentar	a1 verb freq:top30
ask (v)	to request information	Can I ask you a question?	preguntar	a1 verb freq:top30
need (v)	to require	I need help.	necesitar	a1 verb freq:top30
feel (v)	to experience an emotion	I feel happy.	sentir	a1 verb irregular freq:top30
put (v)	to place somewhere	Put the book on the table.	poner	a1 verb irregular freq:top50
mean (v)	to signify	What does this word mean?	significar	a1 verb irregular freq:top50
let (v)	to allow	Let me help you.	permitir	a1 verb irregular freq:top50
begin (v)	to start	The film begins at 7.	empezar	a1 verb irregular freq:top50
help (v)	to assist	Can you help me?	ayudar	a1 verb freq:top50
talk (v)	to speak conversationally	We talked for hours.	hablar	a1 verb freq:top50
start (v)	to begin	The lesson starts at 9.	empezar	a1 verb freq:top50
show (v)	to display	Show me the photo.	mostrar	a1 verb irregular freq:top50
hear (v)	to perceive sound	I hear music.	oír	a1 verb irregular freq:top50
play (v)	to engage in a game	The children play in the park.	jugar	a1 verb freq:top50
run (v)	to move on foot quickly	She runs every morning.	correr	a1 verb irregular freq:top50
write (v)	to put words on paper	I write every day.	escribir	a1 verb irregular freq:top50
sit (v)	to be on a seat	Please sit down.	sentarse	a1 verb irregular freq:top100
lose (v)	to fail to keep	Don't lose your ticket.	perder	a1 verb irregular freq:top100
pay (v)	to give money for	I'll pay the bill.	pagar	a1 verb irregular freq:top100
meet (v)	to come together with	Let's meet tomorrow.	encontrarse con	a1 verb irregular freq:top100
learn (v)	to acquire knowledge	I want to learn English.	aprender	a1 verb freq:top100
change (v)	to make different	Change the channel, please.	cambiar	a1 verb freq:top100
understand (v)	to grasp the meaning	I don't understand.	entender	a1 verb irregular freq:top100
watch (v)	to look at attentively	Watch this video.	ver/observar	a1 verb freq:top100
follow (v)	to come after	Follow me!	seguir	a1 verb freq:top100
stop (v)	to cease moving	Stop the car!	parar	a1 verb freq:top100
speak (v)	to talk	Do you speak English?	hablar	a1 verb irregular freq:top100
read (v)	to look at written words and understand	I read every night.	leer	a1 verb irregular freq:top100
open (v)	to make accessible	Open the window.	abrir	a1 verb freq:top100
walk (v)	to move on foot	Let's walk to the park.	caminar	a1 verb freq:top100
win (v)	to achieve victory	Our team won!	ganar	a1 verb irregular freq:top100
remember (v)	to recall	I don't remember her name.	recordar	a1 verb freq:top100
buy (v)	to purchase	I want to buy a book.	comprar	a1 verb irregular freq:top100
stay (v)	to remain	Stay here, please.	quedarse	a1 verb freq:top100
sell (v)	to exchange for money	They sell good coffee here.	vender	a1 verb irregular freq:top100
return (v)	to come back	When did you return?	volver	a1 verb freq:top100
break (v)	to damage in pieces	I broke the glass.	romper	a1 verb irregular freq:top100
drive (v)	to operate a vehicle	Can you drive?	conducir	a1 verb irregular freq:top200
arrive (v)	to reach a destination	When did you arrive?	llegar	a1 verb freq:top200
visit (v)	to go to see	We visited Paris last summer.	visitar	a1 verb freq:top200
travel (v)	to journey	I love to travel.	viajar	a1 verb freq:top200
first (adj)	number one	This is my first time here.	primero	a1 adjective freq:top100
last (adj)	final	The last episode was sad.	último	a1 adjective freq:top100
long (adj)	great in length	It's a long road.	largo	a1 adjective freq:top100
great (adj)	excellent	Great job!	excelente/genial	a1 adjective freq:top100
little (adj)	small	A little water, please.	poco	a1 adjective freq:top100
other (adj)	different	I'll take the other one.	otro	a1 adjective freq:top100
right (adj)	correct	You are right.	correcto	a1 adjective freq:top100
high (adj)	tall; of great elevation	The mountain is high.	alto	a1 adjective freq:top100
different (adj)	not the same	We are different.	diferente	a1 adjective freq:top100
large (adj)	big	A large pizza, please.	grande	a1 adjective freq:top100
next (adj)	coming after	The next train is at 9.	siguiente/próximo	a1 adjective freq:top100
early (adj/adv)	before the usual time	I woke up early.	temprano	a1 adjective freq:top100
young (adj)	not old	She is young.	joven	a1 adjective freq:top100
same (adj)	identical	We have the same idea.	mismo	a1 adjective freq:top100
sure (adj)	certain	Are you sure?	seguro	a1 adjective freq:top100
free (adj)	without cost; not restricted	The Wi-Fi is free.	gratis/libre	a1 adjective freq:top100
strong (adj)	having great power	He is strong.	fuerte	a1 adjective freq:top100
true (adj)	in accordance with fact	Is that true?	verdadero	a1 adjective freq:top100
black (adj)	color black	A black cat.	negro	a1 adjective freq:top100
white (adj)	color white	A white shirt.	blanco	a1 adjective freq:top100
red (adj)	color red	A red flower.	rojo	a1 adjective freq:top100
green (adj)	color green	Green tea.	verde	a1 adjective freq:top100
blue (adj)	color blue	A blue sky.	azul	a1 adjective freq:top100
yellow (adj)	color yellow	A yellow taxi.	amarillo	a1 adjective freq:top100
beautiful (adj)	very pretty	What a beautiful sunset.	hermoso	a1 adjective freq:top100
easy (adj)	not difficult	This exam is easy.	fácil	a1 adjective freq:top100
difficult (adj)	hard to do	Math is difficult.	difícil	a1 adjective freq:top100
sad (adj)	feeling sorrow	She looks sad.	triste	a1 adjective freq:top100
hungry (adj)	wanting food	Are you hungry?	con hambre	a1 adjective freq:top100
thirsty (adj)	wanting drink	I am thirsty.	sediento	a1 adjective freq:top100
cheap (adj)	low in price	A cheap meal.	barato	a1 adjective freq:top100
interesting (adj)	holding attention	An interesting book.	interesante	a1 adjective freq:top100
boring (adj)	not interesting	A boring movie.	aburrido	a1 adjective freq:top100
friendly (adj)	kind and welcoming	The neighbors are friendly.	amable	a1 adjective freq:top200
clean (adj)	free from dirt	A clean kitchen.	limpio	a1 adjective freq:top200
dirty (adj)	not clean	Dirty shoes.	sucio	a1 adjective freq:top200
busy (adj)	having much to do	I am busy this week.	ocupado	a1 adjective freq:top200
quiet (adj)	with little noise	A quiet evening.	silencioso/tranquilo	a1 adjective freq:top200
noisy (adj)	full of sound	A noisy street.	ruidoso	a1 adjective freq:top200
light (adj/n)	not heavy; brightness	A light backpack.	ligero/luz	a1 adjective freq:top200
short (adj)	not long; not tall	A short film.	corto/bajo	a1 adjective freq:top200
tall (adj)	great in height	A tall man.	alto	a1 adjective freq:top200
of (prep)	belonging to; about	A cup of coffee.	de	a1 preposition freq:top10
to (prep)	indicating direction	I'm going to work.	a/hacia	a1 preposition freq:top10
for (prep)	indicating purpose	This is for you.	para/por	a1 preposition freq:top10
from (prep)	starting at	I'm from Spain.	de/desde	a1 preposition freq:top10
about (prep)	concerning	A book about history.	sobre/acerca de	a1 preposition freq:top20
by (prep)	near; through means of	A book by Orwell.	por	a1 preposition freq:top20
between (prep)	in the space separating	Between you and me.	entre	a1 preposition freq:top50
under (prep)	beneath	The cat is under the table.	debajo	a1 preposition freq:top50
over (prep)	above	The plane flew over the city.	sobre/encima	a1 preposition freq:top50
without (prep)	not having	I can't live without you.	sin	a1 preposition freq:top50
also (adv)	in addition	She is also a doctor.	también	a1 adverb freq:top50
maybe (adv)	perhaps	Maybe we should leave.	quizás	a1 adverb freq:top50
sometimes (adv)	occasionally	Sometimes I cook.	a veces	a1 adverb freq:top50
often (adv)	frequently	He often visits us.	a menudo	a1 adverb freq:top50
usually (adv)	in most cases	I usually walk to work.	usualmente	a1 adverb freq:top50
go for a walk (chunk)	to walk for leisure	Let's go for a walk.	dar un paseo	a1 chunk
get up (phr)	to leave bed	I get up at 7am.	levantarse	a1 phrasal-verb
turn on (phr)	to activate	Turn on the light, please.	encender	a1 phrasal-verb
turn off (phr)	to deactivate	Turn off the TV.	apagar	a1 phrasal-verb
look for (phr)	to search	I'm looking for my keys.	buscar	a1 phrasal-verb
come back (phr)	to return	Come back soon!	volver	a1 phrasal-verb
head (n)	the top part of your body	My head hurts.	cabeza	a1 noun body
hair (n)	what grows on your head	She has long hair.	pelo	a1 noun body
arm (n)	the part between shoulder and hand	He broke his arm.	brazo	a1 noun body
leg (n)	you walk with your legs	My legs are tired.	pierna	a1 noun body
foot (n)	the end of your leg (pl. feet)	My feet are cold.	pie	a1 noun body irregular-plural
mouth (n)	you eat and speak with it	Open your mouth.	boca	a1 noun body
nose (n)	you smell with it	She has a small nose.	nariz	a1 noun body
tooth (n)	the white parts in your mouth (pl. teeth)	I brush my teeth twice a day.	diente	a1 noun body irregular-plural
face (n)	the front of your head	Wash your face.	cara	a1 noun body
ear (n)	you hear with it	My ears hurt on the plane.	oreja/oído	a1 noun body
mother (n)	your female parent	My mother is a nurse.	madre	a1 noun family
father (n)	your male parent	His father works here.	padre	a1 noun family
brother (n)	your male sibling	I have two brothers.	hermano	a1 noun family
sister (n)	your female sibling	My sister lives in Cali.	hermana	a1 noun family
son (n)	your male child	Their son is five.	hijo	a1 noun family
daughter (n)	your female child	My daughter loves books.	hija	a1 noun family
husband (n)	the man you are married to	Her husband is a teacher.	marido/esposo	a1 noun family
wife (n)	the woman you are married to	My wife speaks German.	esposa	a1 noun family
baby (n)	a very young child	The baby is sleeping.	bebé	a1 noun family
parents (n)	your mother and father	I live with my parents.	padres	a1 noun family
friend (n)	someone you like and know well	She's my best friend.	amigo/a	a1 noun
bread (n)	a common food made from flour	I buy bread every morning.	pan	a1 noun food
milk (n)	a white drink from cows	A glass of milk, please.	leche	a1 noun food uncountable
egg (n)	food that comes from a hen	Two eggs for breakfast.	huevo	a1 noun food
cheese (n)	a food made from milk	I like cheese on bread.	queso	a1 noun food uncountable
meat (n)	food from animals	I don't eat meat.	carne	a1 noun food uncountable
fish (n)	an animal that lives in water; food	We had fish for dinner.	pescado/pez	a1 noun food
rice (n)	small white grains you cook	Rice with chicken.	arroz	a1 noun food uncountable
fruit (n)	food like apples and bananas	Eat more fruit.	fruta	a1 noun food uncountable
apple (n)	a round red or green fruit	An apple a day.	manzana	a1 noun food
coffee (n)	a hot dark drink	Two coffees, please.	café	a1 noun food
tea (n)	a hot drink made from leaves	I drink tea at night.	té	a1 noun food
sugar (n)	a sweet white food	No sugar, thanks.	azúcar	a1 noun food uncountable
salt (n)	a white food that makes things salty	Add a little salt.	sal	a1 noun food uncountable
breakfast (n)	the first meal of the day	I have breakfast at seven.	desayuno	a1 noun food
lunch (n)	the meal in the middle of the day	Lunch is at one.	almuerzo/comida	a1 noun food
dinner (n)	the evening meal	We cook dinner together.	cena	a1 noun food
room (n)	a space inside a building	My room is small.	habitación/cuarto	a1 noun house
kitchen (n)	the room where you cook	She's in the kitchen.	cocina	a1 noun house
bathroom (n)	the room with a toilet and shower	Where's the bathroom?	baño	a1 noun house
bedroom (n)	the room where you sleep	Two bedrooms and a balcony.	dormitorio	a1 noun house
door (n)	you open it to enter	Close the door, please.	puerta	a1 noun house
window (n)	the glass opening in a wall	Open the window.	ventana	a1 noun house
table (n)	furniture with a flat top	Put it on the table.	mesa	a1 noun house
chair (n)	furniture you sit on	Take a chair.	silla	a1 noun house
bed (n)	furniture you sleep on	I'm going to bed.	cama	a1 noun house
floor (n)	the surface you walk on	The keys are on the floor.	suelo/piso	a1 noun house
garden (n)	the outdoor area with plants	We eat in the garden.	jardín	a1 noun house
key (n)	you use it to open a lock	I lost my keys.	llave	a1 noun house
school (n)	where children study	My school is near here.	escuela/colegio	a1 noun place
shop (n)	where you buy things	The shop closes at eight.	tienda	a1 noun place
street (n)	a road in a town	I live on this street.	calle	a1 noun place
city (n)	a large town	Bogotá is a big city.	ciudad	a1 noun place
town (n)	a place smaller than a city	a small town by the sea	pueblo	a1 noun place
park (n)	a green public area	We walk in the park.	parque	a1 noun place
station (n)	where trains or buses stop	the bus station	estación	a1 noun place
airport (n)	where planes arrive and leave	The airport is far.	aeropuerto	a1 noun place
hospital (n)	where doctors treat people	She works in a hospital.	hospital	a1 noun place
restaurant (n)	where you pay to eat	a good Italian restaurant	restaurante	a1 noun place
hotel (n)	where you sleep when travelling	We stayed in a small hotel.	hotel	a1 noun place
bank (n)	where you keep money	The bank opens at nine.	banco	a1 noun place
market (n)	where people sell food and goods	I buy fruit at the market.	mercado	a1 noun place
beach (n)	the sand next to the sea	a day at the beach	playa	a1 noun place
country (n)	a nation; land outside cities	Which country are you from?	país/campo	a1 noun place
morning (n)	the early part of the day	See you in the morning.	mañana	a1 noun time
afternoon (n)	after midday until evening	I work in the afternoon.	tarde	a1 noun time
evening (n)	the end of the day	Good evening!	tarde/noche (temprano)	a1 noun time
night (n)	when it is dark	I sleep eight hours a night.	noche	a1 noun time
today (adv)	on this day	I'm busy today.	hoy	a1 adverb time
tomorrow (adv)	on the day after today	See you tomorrow.	mañana (el día)	a1 adverb time
yesterday (adv)	on the day before today	I called you yesterday.	ayer	a1 adverb time
hour (n)	sixty minutes	It takes two hours.	hora	a1 noun time
minute (n)	sixty seconds	Wait a minute.	minuto	a1 noun time
month (n)	one of the twelve parts of a year	next month	mes	a1 noun time
weekend (n)	Saturday and Sunday	Have a nice weekend!	fin de semana	a1 noun time
now (adv)	at this moment	I can't talk now.	ahora	a1 adverb time
late (adj/adv)	after the expected time	Sorry I'm late.	tarde	a1 adjective time
soon (adv)	in a short time	I'll call you soon.	pronto	a1 adverb time
before (prep)	earlier than	Call me before six.	antes de	a1 preposition time
after (prep)	later than	after lunch	después de	a1 preposition time
teacher (n)	someone who teaches	My teacher is very patient.	profesor/a	a1 noun job
student (n)	someone who studies	I'm a student.	estudiante	a1 noun job
doctor (n)	someone who treats sick people	I need to see a doctor.	médico/a	a1 noun job
boy (n)	a young male	The boy is playing.	niño/chico	a1 noun
girl (n)	a young female	The girl is reading.	niña/chica	a1 noun
name (n)	what someone is called	What's your name?	nombre	a1 noun
car (n)	a vehicle with four wheels	We go by car.	coche/carro	a1 noun transport
bus (n)	a large vehicle for many people	I take the bus to work.	autobús/bus	a1 noun transport
train (n)	a vehicle that runs on rails	The train is late.	tren	a1 noun transport
bike (n)	a vehicle with two wheels and pedals	I ride my bike to school.	bicicleta	a1 noun transport
plane (n)	a vehicle that flies	The plane leaves at noon.	avión	a1 noun transport
close (v)	to shut	Please close the window.	cerrar	a1 verb
cook (v)	to prepare food with heat	I cook every evening.	cocinar	a1 verb
cry (v)	to have tears in your eyes	The baby is crying.	llorar	a1 verb
dance (v)	to move your body to music	They love to dance.	bailar	a1 verb
finish (v)	to complete something	I finish work at five.	terminar	a1 verb
jump (v)	to push yourself into the air	The cat jumped on the table.	saltar	a1 verb
laugh (v)	to make sounds when something is funny	We laughed a lot.	reír	a1 verb
listen (v)	to pay attention to a sound	Listen to this song.	escuchar	a1 verb
sing (v)	to make music with your voice	She sings very well.	cantar	a1 verb
study (v)	to learn about a subject	I study English at night.	estudiar	a1 verb
swim (v)	to move through water	Can you swim?	nadar	a1 verb irregular
teach (v)	to help someone learn	She teaches maths.	enseñar	a1 verb irregular
wait (v)	to stay until something happens	Wait for me, please.	esperar	a1 verb
wash (v)	to clean with water	Wash your hands.	lavar	a1 verb
smile (v)	to make a happy face	She smiled at me.	sonreír	a1 verb
hard (adj)	difficult; not soft	This exercise is hard.	difícil/duro	a1 adjective
soft (adj)	not hard; pleasant to touch	a soft pillow	suave/blando	a1 adjective
fast (adj)	moving quickly	a fast car	rápido	a1 adjective
full (adj)	containing as much as possible	The bus is full.	lleno	a1 adjective
dark (adj)	with little light	It's dark outside.	oscuro	a1 adjective
warm (adj)	a little hot, pleasantly	warm water	cálido/templado	a1 adjective
wet (adj)	covered in water	My shoes are wet.	mojado	a1 adjective
dry (adj)	not wet	The towel is dry.	seco	a1 adjective
nice (adj)	pleasant or kind	She's very nice.	agradable/simpático	a1 adjective
kind (adj)	caring about others	That was very kind of you.	amable	a1 adjective
poor (adj)	having little money	a poor country	pobre	a1 adjective
rich (adj)	having a lot of money	a rich family	rico	a1 adjective
funny (adj)	making you laugh	a funny film	divertido/gracioso	a1 adjective
sweet (adj)	tasting like sugar	The cake is too sweet.	dulce	a1 adjective
cool (adj)	a little cold; very good	a cool evening	fresco/genial	a1 adjective
this / these (det)	near me: singular / plural	This book, these books.	este / estos	a1 determiner
that / those (det)	far from me: singular / plural	That house, those houses.	ese / esos	a1 determiner
here (adv)	in this place	Come here.	aquí	a1 adverb
there (adv)	in that place	Put it there.	allí	a1 adverb
many (det)	a large number of (countable)	many people	muchos	a1 determiner
much (det)	a large amount of (uncountable)	much time	mucho	a1 determiner
some (det)	an unknown amount	some water	algo de/unos	a1 determiner
any (det)	used in questions and negatives	Do you have any questions?	algún/ningún	a1 determiner
please (adv)	used to ask politely	Two tickets, please.	por favor	a1 adverb
sorry (adj)	used to apologise	Sorry, I'm late.	perdón/lo siento	a1 adverb
thank you (chunk)	used to show gratitude	Thank you very much.	gracias	a1 chunk
excuse me (chunk)	used to get attention politely	Excuse me, is this free?	perdone/disculpe	a1 chunk
