意思 (yìsi)	含义	这是什么意思？(Zhè shì shénme yìsi?)	significado	a2 noun hsk2 top500
事情 (shìqing)	要做或发生的事	我有事情要做。(Wǒ yǒu shìqing yào zuò.)	asunto, cosa	a2 noun hsk2
时间 (shíjiān)	可以用的时段	我没有时间。(Wǒ méiyǒu shíjiān.)	tiempo	a2 noun hsk2 top500
机会 (jīhuì)	合适的时机	这是个好机会。(Zhè shì ge hǎo jīhuì.)	oportunidad	a2 noun hsk2
身体 (shēntǐ)	人的躯体	注意身体。(Zhùyì shēntǐ.)	cuerpo, salud	a2 noun hsk2 body
头 (tóu)	身体最上面的部分	我头疼。(Wǒ tóu téng.)	cabeza	a2 noun hsk2 body
手 (shǒu)	胳膊末端	洗手了吗？(Xǐ shǒu le ma?)	mano	a2 noun hsk2 body
脚 (jiǎo)	腿的末端	我脚很疼。(Wǒ jiǎo hěn téng.)	pie	a2 noun hsk2 body
眼睛 (yǎnjing)	看东西的器官	她的眼睛很大。(Tā de yǎnjing hěn dà.)	ojos	a2 noun hsk2 body
疼 (téng)	不舒服的感觉	嗓子疼。(Sǎngzi téng.)	doler	a2 adj hsk2 health
病 (bìng)	身体不健康	他生病了。(Tā shēng bìng le.)	enfermedad; enfermarse	a2 noun hsk2 health
药 (yào)	治病的东西	别忘了吃药。(Bié wàng le chī yào.)	medicina	a2 noun hsk2 health
公司 (gōngsī)	做生意的机构	我在一家公司工作。(Wǒ zài yì jiā gōngsī gōngzuò.)	empresa	a2 noun hsk2 work
经理 (jīnglǐ)	管理的人	他是我们的经理。(Tā shì wǒmen de jīnglǐ.)	gerente	a2 noun hsk2 work
会议 (huìyì)	一起讨论的活动	会议十点开始。(Huìyì shí diǎn kāishǐ.)	reunión	a2 noun hsk2 work
工资 (gōngzī)	工作得到的钱	工资不高。(Gōngzī bù gāo.)	salario	a2 noun hsk2 work
房子 (fángzi)	住的建筑	他们买了房子。(Tāmen mǎi le fángzi.)	casa	a2 noun hsk2 home
房间 (fángjiān)	屋子里的一个空间	房间很干净。(Fángjiān hěn gānjìng.)	habitación	a2 noun hsk2 home
厨房 (chúfáng)	做饭的地方	厨房在左边。(Chúfáng zài zuǒbian.)	cocina	a2 noun hsk2 home
洗手间 (xǐshǒujiān)	上厕所的地方	洗手间在哪儿？(Xǐshǒujiān zài nǎr?)	baño	a2 noun hsk2 home
票 (piào)	进场或坐车的凭证	我买了两张票。(Wǒ mǎi le liǎng zhāng piào.)	billete, entrada	a2 noun hsk2 transport
张 (zhāng)	纸、票、桌子的量词	三张票。(sān zhāng piào)	(clasificador plano)	a2 measure hsk2 grammar
件 (jiàn)	衣服、事情的量词	一件衣服，一件事。(yí jiàn yīfu)	(clasificador de prendas)	a2 measure hsk2 grammar
公共汽车 (gōnggòng qìchē)	大家一起坐的车	坐公共汽车去。(Zuò gōnggòng qìchē qù.)	autobús	a2 noun hsk2 transport
地铁 (dìtiě)	地下的火车	我坐地铁上班。(Wǒ zuò dìtiě shàngbān.)	metro	a2 noun hsk2 transport
自行车 (zìxíngchē)	两个轮子，用脚踩	我骑自行车。(Wǒ qí zìxíngchē.)	bicicleta	a2 noun hsk2 transport
机场 (jīchǎng)	飞机起飞的地方	去机场要多久？(Qù jīchǎng yào duōjiǔ?)	aeropuerto	a2 noun hsk2 transport
咖啡 (kāfēi)	一种黑色饮料	一杯咖啡。(yì bēi kāfēi)	café	a2 noun hsk2 food
牛奶 (niúnǎi)	牛产的白色饮料	我喝牛奶。(Wǒ hē niúnǎi.)	leche	a2 noun hsk2 food
鸡蛋 (jīdàn)	鸡生的	早饭吃鸡蛋。(Zǎofàn chī jīdàn.)	huevo	a2 noun hsk2 food
羊肉 (yángròu)	羊的肉	我不吃羊肉。(Wǒ bù chī yángròu.)	cordero	a2 noun hsk2 food
鱼 (yú)	水里的动物，可以吃	这鱼很新鲜。(Zhè yú hěn xīnxiān.)	pescado, pez	a2 noun hsk2 food
西瓜 (xīguā)	夏天吃的大水果	夏天吃西瓜。(Xiàtiān chī xīguā.)	sandía	a2 noun hsk2 food
颜色 (yánsè)	红、蓝、绿…	你喜欢什么颜色？(Nǐ xǐhuan shénme yánsè?)	color	a2 noun hsk2
红 (hóng)	血的颜色	红色的车。(hóngsè de chē)	rojo	a2 adj hsk2
白 (bái)	雪的颜色	白色的衬衫。(báisè de chènshān)	blanco	a2 adj hsk2
黑 (hēi)	夜里的颜色	黑色的鞋。(hēisè de xié)	negro	a2 adj hsk2
长 (cháng)	不短	这条路很长。(Zhè tiáo lù hěn cháng.)	largo	a2 adj hsk2
短 (duǎn)	不长	时间太短了。(Shíjiān tài duǎn le.)	corto	a2 adj hsk2
快 (kuài)	速度高；也表示"快要"	他走得很快。(Tā zǒu de hěn kuài.)	rápido	a2 adj hsk2
慢 (màn)	速度低	请说慢一点。(Qǐng shuō màn yìdiǎn.)	lento	a2 adj hsk2
干净 (gānjìng)	没有脏东西	房间很干净。(Fángjiān hěn gānjìng.)	limpio	a2 adj hsk2
舒服 (shūfu)	感觉好	这个椅子很舒服。(Zhège yǐzi hěn shūfu.)	cómodo	a2 adj hsk2
重要 (zhòngyào)	有很大意义	这件事很重要。(Zhè jiàn shì hěn zhòngyào.)	importante	a2 adj hsk2
有意思 (yǒu yìsi)	让人感兴趣	这本书很有意思。(Zhè běn shū hěn yǒu yìsi.)	interesante	a2 adj hsk2 chunk
别 (bié)	表示禁止	别忘了！(Bié wàng le!)	no (imperativo negativo)	a2 adv hsk2 grammar
刚才 (gāngcái)	不久以前，刚刚过去	他刚才走了。(Tā gāngcái zǒu le.)	hace un momento	a2 adv hsk2 time
