differentiate (v)	to distinguish	Differentiate fact from opinion.	diferenciar	b2 awl sublist3
dispose (v)	to get rid of	Dispose of waste properly.	deshacerse de	b2 awl sublist3
generate (v)	to produce	Generate ideas.	generar	b2 awl sublist3
imply (v)	to suggest indirectly	What are you implying?	implicar/insinuar	b2 awl sublist3
prior (adj)	earlier	Prior experience.	previo	b2 awl sublist3
scope (n)	the range or extent	Within the scope of...	alcance	b2 awl sublist3
subsequent (adj)	following in time	Subsequent events.	posterior	b2 awl sublist3
substitute (n/v)	a replacement	A sugar substitute.	sustituto/sustituir	b2 awl sublist3
sustain (v)	to maintain over time	Sustain growth.	sostener	b2 awl sublist3
trace (n/v)	a small remaining sign; to find	Trace the source.	rastro/rastrear	b2 awl sublist3
underlie (v)	to be the basis for	The principle underlies the law.	subyacer	b2 c1 awl sublist3
utilize (v)	to make use of	Utilize all resources.	utilizar	b2 awl sublist3
adjacent (adj)	next to	An adjacent room.	adyacente	b2 c1 awl sublist10
collapse (v/n)	to fall down; failure	The bridge collapsed.	colapsar/colapso	b2 awl sublist10
deviate (v)	to depart from	Deviate from the norm.	desviarse	b2 c1 awl sublist10
displace (v)	to move from its place	War displaces people.	desplazar	b2 c1 awl sublist10
incentive (n)	a motivation	A financial incentive.	incentivo	b2 awl sublist10
inhibit (v)	to hold back	Fear inhibits learning.	inhibir	b2 c1 awl sublist10
nonetheless (adv)	in spite of that	He failed; nonetheless he tried again.	no obstante	b2 awl sublist10
ongoing (adj)	continuing	An ongoing project.	en curso	b2 awl sublist10
persist (v)	to continue stubbornly	Pain persisted for days.	persistir	b2 awl sublist10
pose (v)	to present a problem; to position	This poses a challenge.	plantear	b2 awl sublist10
reluctance (n)	unwillingness	He showed reluctance to leave.	renuencia	b2 c1 awl sublist10
so-called (adj)	supposedly named	The so-called expert was wrong.	llamado/supuesto	b2 awl sublist10
straightforward (adj)	simple and clear	A straightforward task.	directo/sencillo	b2 awl sublist10
undergo (v)	to experience	Undergo treatment.	sufrir/someterse a	b2 awl sublist10
whereby (adv)	by which	A method whereby we can succeed.	mediante el cual	b2 c1 awl sublist10
abstract (adj)	based on ideas, not physical things	The paper is too abstract to be useful.	abstracto	b2 adjective awl
accommodate (v)	to provide space for; to adapt to	The hall accommodates 300 people.	alojar/adaptarse	b2 verb awl
accumulate (v)	to increase in quantity over time	Dust accumulates quickly here.	acumular	b2 verb awl
acknowledge (v)	to accept that something is true	She acknowledged the mistake.	reconocer	b2 verb awl
adequate (adj)	enough for a purpose, but not more	The funding is adequate but not generous.	suficiente/adecuado	b2 adjective awl
advocate (v/n)	to publicly support; a supporter	He advocates smaller classes.	abogar por/defensor	b2 verb awl
allocate (v)	to give out for a specific purpose	We allocated two hours to the task.	asignar	b2 verb awl
alter (v)	to change slightly	The plan was altered at the last minute.	modificar	b2 verb awl
anticipate (v)	to expect and prepare for	We didn't anticipate such demand.	prever/anticipar	b2 verb awl
arbitrary (adj)	decided by chance or whim, not reason	The deadline felt arbitrary.	arbitrario	b2 adjective awl
articulate (v)	to express an idea clearly	She articulated her concerns well.	expresar con claridad	b2 verb awl
assert (v)	to state firmly	He asserted that the data were sound.	afirmar/sostener	b2 verb awl
attain (v)	to reach or achieve	Few attain that level of fluency.	alcanzar/lograr	b2 verb awl
attribute (v/n)	to say something is caused by; a quality	She attributes her success to practice.	atribuir/atributo	b2 verb awl
autonomy (n)	the freedom to decide for yourself	Learners need some autonomy.	autonomía	b2 noun awl
bias (n)	an unfair preference or tendency	The sample had an obvious bias.	sesgo	b2 noun awl
capacity (n)	the ability or amount that fits	Our capacity to learn changes with age.	capacidad	b2 noun awl
cease (v)	to stop	The noise ceased at midnight.	cesar	b2 verb awl formal
cite (v)	to mention as an example or source	She cited three studies.	citar	b2 verb awl
clarify (v)	to make clearer	Could you clarify that point?	aclarar	b2 verb awl
coincide (v)	to happen at the same time	The dates coincide with the holidays.	coincidir	b2 verb awl
comprehensive (adj)	including everything relevant	a comprehensive review of the field	exhaustivo/integral	b2 adjective awl
comprise (v)	to consist of	The course comprises six modules.	comprender/constar de	b2 verb awl formal
conceive (v)	to form an idea of	It's hard to conceive of such a scale.	concebir	b2 verb awl
conform (v)	to behave according to rules or norms	The design conforms to the standard.	ajustarse/cumplir	b2 verb awl
consecutive (adj)	following one after another	three consecutive days of rain	consecutivo	b2 adjective awl
consolidate (v)	to make stronger or combine into one	Sleep consolidates what you learned.	consolidar	b2 verb awl
constrain (v)	to limit or restrict	Time constrains what we can cover.	limitar/constreñir	b2 verb awl
contradict (v)	to say the opposite of	The results contradict the hypothesis.	contradecir	b2 verb awl
convey (v)	to communicate an idea or feeling	The tone conveys impatience.	transmitir	b2 verb awl
correlate (v)	to have a mutual relationship	Exposure correlates with fluency.	correlacionar	b2 verb awl
credible (adj)	believable, deserving trust	a credible explanation	creíble	b2 adjective awl
criterion (n)	a standard used to judge (pl. criteria)	Fluency is one criterion among several.	criterio	b2 noun awl irregular-plural
crucial (adj)	extremely important	Feedback is crucial at this stage.	crucial	b2 adjective awl
decline (v/n)	to decrease; to refuse politely	Enrolment declined last year.	disminuir/rechazar	b2 verb awl
deduce (v)	to reach a conclusion by reasoning	We can deduce the meaning from context.	deducir	b2 verb awl
deem (v)	to consider something to be	The evidence was deemed sufficient.	considerar/estimar	b2 verb formal
deliberate (adj)	done on purpose	a deliberate omission	deliberado	b2 adjective awl
denote (v)	to mean or indicate	The symbol denotes a long vowel.	denotar	b2 verb awl
deploy (v)	to put into use or position	They deployed a new strategy.	desplegar/emplear	b2 verb awl
deteriorate (v)	to become worse	His accent deteriorated without practice.	deteriorarse	b2 verb awl
devise (v)	to invent a method or plan	She devised a simpler test.	idear/diseñar	b2 verb awl
discern (v)	to notice or understand with effort	It's hard to discern a pattern.	discernir/percibir	b2 verb awl formal
discrete (adj)	separate and distinct	two discrete categories	discreto/separado	b2 adjective awl
disparity (n)	a clear difference, usually unfair	the disparity between regions	disparidad	b2 noun awl
disseminate (v)	to spread widely	The findings were disseminated online.	difundir	b2 verb awl formal
distort (v)	to change so it is no longer accurate	The summary distorts the argument.	distorsionar	b2 verb awl
elaborate (v)	to give more detail	Could you elaborate on that?	detallar/ampliar	b2 verb awl
elicit (v)	to get a response from someone	The question elicited no answer.	provocar/obtener	b2 verb awl
embody (v)	to represent an idea in a clear form	The design embodies the principle.	encarnar	b2 verb awl
empirical (adj)	based on observation, not theory	There is little empirical support.	empírico	b2 adjective awl
encompass (v)	to include a wide range	The term encompasses several methods.	abarcar	b2 verb awl
enhance (v)	to improve the quality of	Sleep enhances retention.	mejorar/realzar	b2 verb awl
entail (v)	to involve as a necessary part	Fluency entails a lot of listening.	conllevar/implicar	b2 verb awl
erode (v)	to wear away gradually	Confidence erodes without practice.	erosionar	b2 verb awl
exacerbate (v)	to make a bad situation worse	Rushing exacerbates the problem.	agravar	b2 verb awl formal
exemplify (v)	to be a typical example of	This case exemplifies the trend.	ejemplificar	b2 verb awl
exert (v)	to apply force or influence	Peers exert a strong influence.	ejercer	b2 verb awl
explicit (adj)	stated clearly and directly	explicit grammar instruction	explícito	b2 adjective awl
exploit (v)	to use fully; to use unfairly	The method exploits spaced repetition.	aprovechar/explotar	b2 verb awl
feasible (adj)	possible to do in practice	Thirty minutes a day is feasible.	factible/viable	b2 adjective awl
fluctuate (v)	to rise and fall irregularly	Motivation fluctuates over months.	fluctuar	b2 verb awl
formulate (v)	to express or devise carefully	He formulated a clear hypothesis.	formular	b2 verb awl
foster (v)	to encourage the development of	The class fosters risk-taking.	fomentar	b2 verb awl
fundamental (adj)	forming a necessary base	a fundamental difference	fundamental	b2 adjective awl
hamper (v)	to make progress difficult	Anxiety hampers production.	dificultar/obstaculizar	b2 verb
hierarchy (n)	a system ranked by level	a hierarchy of difficulty	jerarquía	b2 noun awl
hinder (v)	to slow or prevent progress	Translating word by word hinders fluency.	impedir/estorbar	b2 verb awl
hypothesis (n)	an idea to be tested (pl. hypotheses)	The hypothesis was not supported.	hipótesis	b2 noun awl irregular-plural
impede (v)	to obstruct or delay	Noise impedes comprehension.	impedir	b2 verb awl formal
implement (v)	to put a plan into action	We implemented the change in March.	implementar/aplicar	b2 verb awl
implicit (adj)	suggested but not stated	implicit learning through exposure	implícito	b2 adjective awl
incur (v)	to become subject to a cost or loss	You may incur additional fees.	incurrir en	b2 verb awl formal
indispensable (adj)	absolutely necessary	Practice is indispensable.	indispensable	b2 adjective
induce (v)	to cause or persuade	The drug induces drowsiness.	inducir/provocar	b2 verb awl
infer (v)	to conclude from evidence	We can infer the meaning from context.	inferir	b2 verb awl
inherent (adj)	existing as a natural part	an inherent limitation of the method	inherente	b2 adjective awl
initiate (v)	to start something	She initiated the conversation.	iniciar	b2 verb awl
integral (adj)	necessary to make something complete	Feedback is integral to learning.	integral/esencial	b2 adjective awl
integrate (v)	to combine into a whole	The course integrates all four skills.	integrar	b2 verb awl
intervene (v)	to become involved to change something	The teacher intervened early.	intervenir	b2 verb awl
intrinsic (adj)	belonging naturally; from within	intrinsic motivation	intrínseco	b2 adjective awl
isolate (v)	to separate from others	We isolated one variable.	aislar	b2 verb awl
latter (adj)	the second of two mentioned	Of the two, the latter is cheaper.	el último (de dos)	b2 adjective awl
magnitude (n)	great size or importance	the magnitude of the effect	magnitud	b2 noun awl
manifest (v/adj)	to show clearly; obvious	Anxiety manifests as silence.	manifestar(se)	b2 verb awl
mediate (v)	to help two sides reach agreement	Social interaction mediates learning.	mediar	b2 verb awl
mere (adj)	nothing more than	a mere coincidence	simple/mero	b2 adjective
methodology (n)	the set of methods used	The methodology was clearly described.	metodología	b2 noun awl
negligible (adj)	so small it can be ignored	The difference was negligible.	insignificante	b2 adjective awl
notion (n)	an idea or belief	the notion of a critical period	noción/idea	b2 noun awl
obscure (adj/v)	not well known; to hide	The point is obscured by jargon.	oscuro/ocultar	b2 adjective awl
offset (v)	to balance one thing against another	Gains offset the initial cost.	compensar	b2 verb awl
omit (v)	to leave out	He omitted the third person -s.	omitir	b2 verb awl
onset (n)	the beginning of something	the onset of adolescence	inicio/comienzo	b2 noun
overt (adj)	done openly, not hidden	overt correction of errors	abierto/manifiesto	b2 adjective awl
paramount (adj)	more important than anything else	Clarity is paramount here.	primordial	b2 adjective formal
pertinent (adj)	relevant to the matter	a pertinent question	pertinente	b2 adjective awl formal
phenomenon (n)	an observable fact (pl. phenomena)	a well-documented phenomenon	fenómeno	b2 noun awl irregular-plural
plausible (adj)	seeming reasonable or probable	a plausible explanation	plausible/verosímil	b2 adjective awl
preclude (v)	to make impossible	Cost precludes a larger sample.	impedir/excluir	b2 verb formal
predominant (adj)	most common or strongest	the predominant view in the field	predominante	b2 adjective awl
presume (v)	to suppose something is true	I presume you've read it.	presumir/suponer	b2 verb awl
prompt (v)	to cause an action or response	The image prompted a memory.	provocar/inducir	b2 verb
proponent (n)	someone who supports an idea	a proponent of extensive reading	partidario	b2 noun
rationale (n)	the reasons behind a decision	the rationale for spaced repetition	fundamento/razón	b2 noun awl
refute (v)	to prove that something is wrong	The study refutes that claim.	refutar	b2 verb formal
reinforce (v)	to make stronger	Retrieval reinforces memory.	reforzar	b2 verb awl
resilient (adj)	able to recover quickly	Resilient learners keep going.	resiliente	b2 adjective
retain (v)	to keep or hold on to	You retain what you retrieve.	retener	b2 verb awl
robust (adj)	strong and reliable	a robust finding	robusto/sólido	b2 adjective
salient (adj)	most noticeable or important	the salient features of the text	destacado/saliente	b2 adjective formal
scarce (adj)	not enough; hard to find	Water is scarce in the region.	escaso	b2 adjective awl
simultaneous (adj)	happening at the same time	simultaneous translation	simultáneo	b2 adjective awl
stem from (phr v)	to be caused by	The error stems from the L1.	derivarse de	b2 phrasal-verb
substantial (adj)	large in amount or importance	a substantial improvement	considerable/sustancial	b2 adjective awl
supersede (v)	to replace something older	The new model supersedes the old one.	reemplazar/sustituir	b2 verb formal
tentative (adj)	not certain; provisional	a tentative conclusion	provisional/tentativo	b2 adjective
threshold (n)	the level at which something starts	a threshold of comprehension	umbral	b2 noun
underpin (v)	to support or form the basis of	Five principles underpin the method.	sustentar/apuntalar	b2 verb
viable (adj)	able to work successfully	a viable alternative	viable	b2 adjective
warrant (v)	to justify or deserve	The claim warrants closer study.	justificar/merecer	b2 verb formal
widespread (adj)	existing in many places	a widespread misconception	generalizado	b2 adjective
yield (v/n)	to produce a result; output	The method yields better retention.	producir/rendimiento	b2 verb awl
