id	front	definition	example	translation	tags
a1-057	point (n)	a specific moment or idea	At that point, I gave up.	punto	a1 noun freq:top200
a1-058	company (n)	a business organization	She works for a big company.	empresa	a1 noun freq:top200
a1-059	number (n)	a word or symbol for counting	What is your phone number?	número	a1 noun freq:top200
a1-060	group (n)	a set of people or things	A group of students arrived.	grupo	a1 noun freq:top200
a1-061	fact (n)	something that is true	It is a fact that water boils at 100°C.	hecho	a1 noun freq:top200
a1-062	say (v)	to speak words	She said hello.	decir	a1 verb irregular freq:top20
a1-063	know (v)	to have information about	I know the answer.	saber/conocer	a1 verb irregular freq:top20
a1-064	think (v)	to use your mind to consider	I think you're right.	pensar	a1 verb irregular freq:top20
a1-065	take (v)	to grab or carry	Please take your coat.	tomar/coger	a1 verb irregular freq:top20
a1-066	look (v)	to direct your eyes at something	Look at this picture.	mirar	a1 verb freq:top30
a1-067	use (v)	to employ for a purpose	Can I use your pen?	usar	a1 verb freq:top30
a1-068	find (v)	to discover the location of	I can't find my keys.	encontrar	a1 verb irregular freq:top30
a1-069	give (v)	to transfer to someone else	Give me a minute.	dar	a1 verb irregular freq:top30
a1-070	tell (v)	to inform verbally	Tell me the truth.	decir/contar	a1 verb irregular freq:top30
a1-071	call (v)	to phone; to name	I'll call you tomorrow.	llamar	a1 verb freq:top30
a1-072	try (v)	to attempt	Try this dish.	intentar	a1 verb freq:top30
a1-073	ask (v)	to request information	Can I ask you a question?	preguntar	a1 verb freq:top30
a1-074	need (v)	to require	I need help.	necesitar	a1 verb freq:top30
a1-075	feel (v)	to experience an emotion	I feel happy.	sentir	a1 verb irregular freq:top30
a1-076	put (v)	to place somewhere	Put the book on the table.	poner	a1 verb irregular freq:top50
a1-077	mean (v)	to signify	What does this word mean?	significar	a1 verb irregular freq:top50
a1-078	let (v)	to allow	Let me help you.	permitir	a1 verb irregular freq:top50
a1-079	begin (v)	to start	The film begins at 7.	empezar	a1 verb irregular freq:top50
a1-080	help (v)	to assist	Can you help me?	ayudar	a1 verb freq:top50
a1-081	talk (v)	to speak conversationally	We talked for hours.	hablar	a1 verb freq:top50
a1-082	start (v)	to begin	The lesson starts at 9.	empezar	a1 verb freq:top50
a1-083	show (v)	to display	Show me the photo.	mostrar	a1 verb irregular freq:top50
a1-084	hear (v)	to perceive sound	I hear music.	oír	a1 verb irregular freq:top50
a1-085	play (v)	to engage in a game	The children play in the park.	jugar	a1 verb freq:top50
a1-086	run (v)	to move on foot quickly	She runs every morning.	correr	a1 verb irregular freq:top50
a1-087	write (v)	to put words on paper	I write every day.	escribir	a1 verb irregular freq:top50
a1-088	sit (v)	to be on a seat	Please sit down.	sentarse	a1 verb irregular freq:top100
a1-089	lose (v)	to fail to keep	Don't lose your ticket.	perder	a1 verb irregular freq:top100
a1-090	pay (v)	to give money for	I'll pay the bill.	pagar	a1 verb irregular freq:top100
a1-091	meet (v)	to come together with	Let's meet tomorrow.	encontrarse con	a1 verb irregular freq:top100
a1-092	learn (v)	to acquire knowledge	I want to learn English.	aprender	a1 verb freq:top100
a1-093	change (v)	to make different	Change the channel, please.	cambiar	a1 verb freq:top100
a1-094	understand (v)	to grasp the meaning	I don't understand.	entender	a1 verb irregular freq:top100
a1-095	watch (v)	to look at attentively	Watch this video.	ver/observar	a1 verb freq:top100
a1-096	follow (v)	to come after	Follow me!	seguir	a1 verb freq:top100
a1-097	stop (v)	to cease moving	Stop the car!	parar	a1 verb freq:top100
a1-098	speak (v)	to talk	Do you speak English?	hablar	a1 verb irregular freq:top100
a1-099	read (v)	to look at written words and understand	I read every night.	leer	a1 verb irregular freq:top100
a1-100	open (v)	to make accessible	Open the window.	abrir	a1 verb freq:top100
a1-101	walk (v)	to move on foot	Let's walk to the park.	caminar	a1 verb freq:top100
a1-102	win (v)	to achieve victory	Our team won!	ganar	a1 verb irregular freq:top100
a1-103	remember (v)	to recall	I don't remember her name.	recordar	a1 verb freq:top100
a1-104	buy (v)	to purchase	I want to buy a book.	comprar	a1 verb irregular freq:top100
a1-105	stay (v)	to remain	Stay here, please.	quedarse	a1 verb freq:top100
a1-106	sell (v)	to exchange for money	They sell good coffee here.	vender	a1 verb irregular freq:top100
a1-107	return (v)	to come back	When did you return?	volver	a1 verb freq:top100
a1-108	break (v)	to damage in pieces	I broke the glass.	romper	a1 verb irregular freq:top100
a1-109	drive (v)	to operate a vehicle	Can you drive?	conducir	a1 verb irregular freq:top200
a1-110	arrive (v)	to reach a destination	When did you arrive?	llegar	a1 verb freq:top200
a1-111	visit (v)	to go to see	We visited Paris last summer.	visitar	a1 verb freq:top200
a1-112	travel (v)	to journey	I love to travel.	viajar	a1 verb freq:top200
a1-113	first (adj)	number one	This is my first time here.	primero	a1 adjective freq:top100
a1-114	last (adj)	final	The last episode was sad.	último	a1 adjective freq:top100
a1-115	long (adj)	great in length	It's a long road.	largo	a1 adjective freq:top100
a1-116	great (adj)	excellent	Great job!	excelente/genial	a1 adjective freq:top100
a1-117	little (adj)	small	A little water, please.	poco	a1 adjective freq:top100
a1-118	other (adj)	different	I'll take the other one.	otro	a1 adjective freq:top100
a1-119	right (adj)	correct	You are right.	correcto	a1 adjective freq:top100
a1-120	high (adj)	tall; of great elevation	The mountain is high.	alto	a1 adjective freq:top100
a1-121	different (adj)	not the same	We are different.	diferente	a1 adjective freq:top100
a1-122	large (adj)	big	A large pizza, please.	grande	a1 adjective freq:top100
a1-123	next (adj)	coming after	The next train is at 9.	siguiente/próximo	a1 adjective freq:top100
a1-124	early (adj/adv)	before the usual time	I woke up early.	temprano	a1 adjective freq:top100
a1-125	young (adj)	not old	She is young.	joven	a1 adjective freq:top100
a1-126	same (adj)	identical	We have the same idea.	mismo	a1 adjective freq:top100
a1-127	sure (adj)	certain	Are you sure?	seguro	a1 adjective freq:top100
a1-128	free (adj)	without cost; not restricted	The Wi-Fi is free.	gratis/libre	a1 adjective freq:top100
a1-129	strong (adj)	having great power	He is strong.	fuerte	a1 adjective freq:top100
a1-130	true (adj)	in accordance with fact	Is that true?	verdadero	a1 adjective freq:top100
a1-131	black (adj)	color black	A black cat.	negro	a1 adjective freq:top100
a1-132	white (adj)	color white	A white shirt.	blanco	a1 adjective freq:top100
a1-133	red (adj)	color red	A red flower.	rojo	a1 adjective freq:top100
a1-134	green (adj)	color green	Green tea.	verde	a1 adjective freq:top100
a1-135	blue (adj)	color blue	A blue sky.	azul	a1 adjective freq:top100
a1-136	yellow (adj)	color yellow	A yellow taxi.	amarillo	a1 adjective freq:top100
a1-137	beautiful (adj)	very pretty	What a beautiful sunset.	hermoso	a1 adjective freq:top100
a1-138	easy (adj)	not difficult	This exam is easy.	fácil	a1 adjective freq:top100
a1-139	difficult (adj)	hard to do	Math is difficult.	difícil	a1 adjective freq:top100
a1-140	sad (adj)	feeling sorrow	She looks sad.	triste	a1 adjective freq:top100
a1-141	hungry (adj)	wanting food	Are you hungry?	con hambre	a1 adjective freq:top100
a1-142	thirsty (adj)	wanting drink	I am thirsty.	sediento	a1 adjective freq:top100
a1-143	cheap (adj)	low in price	A cheap meal.	barato	a1 adjective freq:top100
a1-144	interesting (adj)	holding attention	An interesting book.	interesante	a1 adjective freq:top100
a1-145	boring (adj)	not interesting	A boring movie.	aburrido	a1 adjective freq:top100
a1-146	friendly (adj)	kind and welcoming	The neighbors are friendly.	amable	a1 adjective freq:top200
a1-147	clean (adj)	free from dirt	A clean kitchen.	limpio	a1 adjective freq:top200
a1-148	dirty (adj)	not clean	Dirty shoes.	sucio	a1 adjective freq:top200
a1-149	busy (adj)	having much to do	I am busy this week.	ocupado	a1 adjective freq:top200
a1-150	quiet (adj)	with little noise	A quiet evening.	silencioso/tranquilo	a1 adjective freq:top200
a1-151	noisy (adj)	full of sound	A noisy street.	ruidoso	a1 adjective freq:top200
a1-152	light (adj/n)	not heavy; brightness	A light backpack.	ligero/luz	a1 adjective freq:top200
a1-153	short (adj)	not long; not tall	A short film.	corto/bajo	a1 adjective freq:top200
a1-154	tall (adj)	great in height	A tall man.	alto	a1 adjective freq:top200
a1-155	of (prep)	belonging to; about	A cup of coffee.	de	a1 preposition freq:top10
a1-156	to (prep)	indicating direction	I'm going to work.	a/hacia	a1 preposition freq:top10
a1-157	for (prep)	indicating purpose	This is for you.	para/por	a1 preposition freq:top10
a1-158	from (prep)	starting at	I'm from Spain.	de/desde	a1 preposition freq:top10
a1-159	about (prep)	concerning	A book about history.	sobre/acerca de	a1 preposition freq:top20
a1-160	by (prep)	near; through means of	A book by Orwell.	por	a1 preposition freq:top20
a1-161	between (prep)	in the space separating	Between you and me.	entre	a1 preposition freq:top50
a1-162	under (prep)	beneath	The cat is under the table.	debajo	a1 preposition freq:top50
a1-163	over (prep)	above	The plane flew over the city.	sobre/encima	a1 preposition freq:top50
a1-164	without (prep)	not having	I can't live without you.	sin	a1 preposition freq:top50
a1-165	also (adv)	in addition	She is also a doctor.	también	a1 adverb freq:top50
a1-166	maybe (adv)	perhaps	Maybe we should leave.	quizás	a1 adverb freq:top50
a1-167	sometimes (adv)	occasionally	Sometimes I cook.	a veces	a1 adverb freq:top50
a1-168	often (adv)	frequently	He often visits us.	a menudo	a1 adverb freq:top50
a1-169	usually (adv)	in most cases	I usually walk to work.	usualmente	a1 adverb freq:top50
a1-170	go for a walk (chunk)	to walk for leisure	Let's go for a walk.	dar un paseo	a1 chunk
a1-171	get up (phr)	to leave bed	I get up at 7am.	levantarse	a1 phrasal-verb
a1-172	turn on (phr)	to activate	Turn on the light, please.	encender	a1 phrasal-verb
a1-173	turn off (phr)	to deactivate	Turn off the TV.	apagar	a1 phrasal-verb
a1-174	look for (phr)	to search	I'm looking for my keys.	buscar	a1 phrasal-verb
a1-175	come back (phr)	to return	Come back soon!	volver	a1 phrasal-verb
