id	front	definition	example	translation	tags
b2-079	accumulate (v)	to increase in quantity over time	Dust accumulates quickly here.	acumular	b2 verb awl
b2-080	acknowledge (v)	to accept that something is true	She acknowledged the mistake.	reconocer	b2 verb awl
b2-081	adequate (adj)	enough for a purpose, but not more	The funding is adequate but not generous.	suficiente/adecuado	b2 adjective awl
b2-082	advocate (v/n)	to publicly support; a supporter	He advocates smaller classes.	abogar por/defensor	b2 verb awl
b2-083	allocate (v)	to give out for a specific purpose	We allocated two hours to the task.	asignar	b2 verb awl
b2-084	alter (v)	to change slightly	The plan was altered at the last minute.	modificar	b2 verb awl
b2-085	anticipate (v)	to expect and prepare for	We didn't anticipate such demand.	prever/anticipar	b2 verb awl
b2-086	arbitrary (adj)	decided by chance or whim, not reason	The deadline felt arbitrary.	arbitrario	b2 adjective awl
b2-087	articulate (v)	to express an idea clearly	She articulated her concerns well.	expresar con claridad	b2 verb awl
b2-088	assert (v)	to state firmly	He asserted that the data were sound.	afirmar/sostener	b2 verb awl
b2-089	attain (v)	to reach or achieve	Few attain that level of fluency.	alcanzar/lograr	b2 verb awl
b2-090	attribute (v/n)	to say something is caused by; a quality	She attributes her success to practice.	atribuir/atributo	b2 verb awl
b2-091	autonomy (n)	the freedom to decide for yourself	Learners need some autonomy.	autonomía	b2 noun awl
b2-092	bias (n)	an unfair preference or tendency	The sample had an obvious bias.	sesgo	b2 noun awl
b2-093	capacity (n)	the ability or amount that fits	Our capacity to learn changes with age.	capacidad	b2 noun awl
b2-094	cease (v)	to stop	The noise ceased at midnight.	cesar	b2 verb awl formal
b2-095	cite (v)	to mention as an example or source	She cited three studies.	citar	b2 verb awl
b2-096	clarify (v)	to make clearer	Could you clarify that point?	aclarar	b2 verb awl
b2-097	coincide (v)	to happen at the same time	The dates coincide with the holidays.	coincidir	b2 verb awl
b2-098	comprehensive (adj)	including everything relevant	a comprehensive review of the field	exhaustivo/integral	b2 adjective awl
b2-099	comprise (v)	to consist of	The course comprises six modules.	comprender/constar de	b2 verb awl formal
b2-100	conceive (v)	to form an idea of	It's hard to conceive of such a scale.	concebir	b2 verb awl
b2-101	conform (v)	to behave according to rules or norms	The design conforms to the standard.	ajustarse/cumplir	b2 verb awl
b2-102	consecutive (adj)	following one after another	three consecutive days of rain	consecutivo	b2 adjective awl
b2-103	consolidate (v)	to make stronger or combine into one	Sleep consolidates what you learned.	consolidar	b2 verb awl
b2-104	constrain (v)	to limit or restrict	Time constrains what we can cover.	limitar/constreñir	b2 verb awl
b2-105	contradict (v)	to say the opposite of	The results contradict the hypothesis.	contradecir	b2 verb awl
b2-106	convey (v)	to communicate an idea or feeling	The tone conveys impatience.	transmitir	b2 verb awl
b2-107	correlate (v)	to have a mutual relationship	Exposure correlates with fluency.	correlacionar	b2 verb awl
b2-108	credible (adj)	believable, deserving trust	a credible explanation	creíble	b2 adjective awl
b2-109	criterion (n)	a standard used to judge (pl. criteria)	Fluency is one criterion among several.	criterio	b2 noun awl irregular-plural
b2-110	crucial (adj)	extremely important	Feedback is crucial at this stage.	crucial	b2 adjective awl
b2-111	decline (v/n)	to decrease; to refuse politely	Enrolment declined last year.	disminuir/rechazar	b2 verb awl
b2-112	deduce (v)	to reach a conclusion by reasoning	We can deduce the meaning from context.	deducir	b2 verb awl
b2-113	deem (v)	to consider something to be	The evidence was deemed sufficient.	considerar/estimar	b2 verb formal
b2-114	deliberate (adj)	done on purpose	a deliberate omission	deliberado	b2 adjective awl
b2-115	denote (v)	to mean or indicate	The symbol denotes a long vowel.	denotar	b2 verb awl
b2-116	deploy (v)	to put into use or position	They deployed a new strategy.	desplegar/emplear	b2 verb awl
b2-117	deteriorate (v)	to become worse	His accent deteriorated without practice.	deteriorarse	b2 verb awl
b2-118	devise (v)	to invent a method or plan	She devised a simpler test.	idear/diseñar	b2 verb awl
b2-119	discern (v)	to notice or understand with effort	It's hard to discern a pattern.	discernir/percibir	b2 verb awl formal
b2-120	discrete (adj)	separate and distinct	two discrete categories	discreto/separado	b2 adjective awl
b2-121	disparity (n)	a clear difference, usually unfair	the disparity between regions	disparidad	b2 noun awl
b2-122	disseminate (v)	to spread widely	The findings were disseminated online.	difundir	b2 verb awl formal
b2-123	distort (v)	to change so it is no longer accurate	The summary distorts the argument.	distorsionar	b2 verb awl
b2-124	elaborate (v)	to give more detail	Could you elaborate on that?	detallar/ampliar	b2 verb awl
b2-125	elicit (v)	to get a response from someone	The question elicited no answer.	provocar/obtener	b2 verb awl
b2-126	embody (v)	to represent an idea in a clear form	The design embodies the principle.	encarnar	b2 verb awl
b2-127	empirical (adj)	based on observation, not theory	There is little empirical support.	empírico	b2 adjective awl
b2-128	encompass (v)	to include a wide range	The term encompasses several methods.	abarcar	b2 verb awl
b2-129	enhance (v)	to improve the quality of	Sleep enhances retention.	mejorar/realzar	b2 verb awl
b2-130	entail (v)	to involve as a necessary part	Fluency entails a lot of listening.	conllevar/implicar	b2 verb awl
b2-131	erode (v)	to wear away gradually	Confidence erodes without practice.	erosionar	b2 verb awl
b2-132	exacerbate (v)	to make a bad situation worse	Rushing exacerbates the problem.	agravar	b2 verb awl formal
b2-133	exemplify (v)	to be a typical example of	This case exemplifies the trend.	ejemplificar	b2 verb awl
b2-134	exert (v)	to apply force or influence	Peers exert a strong influence.	ejercer	b2 verb awl
b2-135	explicit (adj)	stated clearly and directly	explicit grammar instruction	explícito	b2 adjective awl
b2-136	exploit (v)	to use fully; to use unfairly	The method exploits spaced repetition.	aprovechar/explotar	b2 verb awl
b2-137	feasible (adj)	possible to do in practice	Thirty minutes a day is feasible.	factible/viable	b2 adjective awl
b2-138	fluctuate (v)	to rise and fall irregularly	Motivation fluctuates over months.	fluctuar	b2 verb awl
b2-139	formulate (v)	to express or devise carefully	He formulated a clear hypothesis.	formular	b2 verb awl
b2-140	foster (v)	to encourage the development of	The class fosters risk-taking.	fomentar	b2 verb awl
b2-141	fundamental (adj)	forming a necessary base	a fundamental difference	fundamental	b2 adjective awl
b2-142	hamper (v)	to make progress difficult	Anxiety hampers production.	dificultar/obstaculizar	b2 verb
b2-143	hierarchy (n)	a system ranked by level	a hierarchy of difficulty	jerarquía	b2 noun awl
b2-144	hinder (v)	to slow or prevent progress	Translating word by word hinders fluency.	impedir/estorbar	b2 verb awl
b2-145	hypothesis (n)	an idea to be tested (pl. hypotheses)	The hypothesis was not supported.	hipótesis	b2 noun awl irregular-plural
b2-146	impede (v)	to obstruct or delay	Noise impedes comprehension.	impedir	b2 verb awl formal
b2-147	implement (v)	to put a plan into action	We implemented the change in March.	implementar/aplicar	b2 verb awl
b2-148	implicit (adj)	suggested but not stated	implicit learning through exposure	implícito	b2 adjective awl
b2-149	incur (v)	to become subject to a cost or loss	You may incur additional fees.	incurrir en	b2 verb awl formal
b2-150	indispensable (adj)	absolutely necessary	Practice is indispensable.	indispensable	b2 adjective
b2-151	induce (v)	to cause or persuade	The drug induces drowsiness.	inducir/provocar	b2 verb awl
b2-152	infer (v)	to conclude from evidence	We can infer the meaning from context.	inferir	b2 verb awl
b2-153	inherent (adj)	existing as a natural part	an inherent limitation of the method	inherente	b2 adjective awl
b2-154	initiate (v)	to start something	She initiated the conversation.	iniciar	b2 verb awl
b2-155	integral (adj)	necessary to make something complete	Feedback is integral to learning.	integral/esencial	b2 adjective awl
b2-156	integrate (v)	to combine into a whole	The course integrates all four skills.	integrar	b2 verb awl
b2-157	intervene (v)	to become involved to change something	The teacher intervened early.	intervenir	b2 verb awl
b2-158	intrinsic (adj)	belonging naturally; from within	intrinsic motivation	intrínseco	b2 adjective awl
b2-159	isolate (v)	to separate from others	We isolated one variable.	aislar	b2 verb awl
b2-160	latter (adj)	the second of two mentioned	Of the two, the latter is cheaper.	el último (de dos)	b2 adjective awl
b2-161	magnitude (n)	great size or importance	the magnitude of the effect	magnitud	b2 noun awl
b2-162	manifest (v/adj)	to show clearly; obvious	Anxiety manifests as silence.	manifestar(se)	b2 verb awl
b2-163	mediate (v)	to help two sides reach agreement	Social interaction mediates learning.	mediar	b2 verb awl
b2-164	mere (adj)	nothing more than	a mere coincidence	simple/mero	b2 adjective
b2-165	methodology (n)	the set of methods used	The methodology was clearly described.	metodología	b2 noun awl
b2-166	negligible (adj)	so small it can be ignored	The difference was negligible.	insignificante	b2 adjective awl
b2-167	notion (n)	an idea or belief	the notion of a critical period	noción/idea	b2 noun awl
b2-168	obscure (adj/v)	not well known; to hide	The point is obscured by jargon.	oscuro/ocultar	b2 adjective awl
b2-169	offset (v)	to balance one thing against another	Gains offset the initial cost.	compensar	b2 verb awl
b2-170	omit (v)	to leave out	He omitted the third person -s.	omitir	b2 verb awl
b2-171	onset (n)	the beginning of something	the onset of adolescence	inicio/comienzo	b2 noun
b2-172	overt (adj)	done openly, not hidden	overt correction of errors	abierto/manifiesto	b2 adjective awl
b2-173	paramount (adj)	more important than anything else	Clarity is paramount here.	primordial	b2 adjective formal
b2-174	pertinent (adj)	relevant to the matter	a pertinent question	pertinente	b2 adjective awl formal
b2-175	phenomenon (n)	an observable fact (pl. phenomena)	a well-documented phenomenon	fenómeno	b2 noun awl irregular-plural
b2-176	plausible (adj)	seeming reasonable or probable	a plausible explanation	plausible/verosímil	b2 adjective awl
b2-177	preclude (v)	to make impossible	Cost precludes a larger sample.	impedir/excluir	b2 verb formal
b2-178	predominant (adj)	most common or strongest	the predominant view in the field	predominante	b2 adjective awl
b2-179	presume (v)	to suppose something is true	I presume you've read it.	presumir/suponer	b2 verb awl
b2-180	prompt (v)	to cause an action or response	The image prompted a memory.	provocar/inducir	b2 verb
b2-181	proponent (n)	someone who supports an idea	a proponent of extensive reading	partidario	b2 noun
b2-182	rationale (n)	the reasons behind a decision	the rationale for spaced repetition	fundamento/razón	b2 noun awl
b2-183	refute (v)	to prove that something is wrong	The study refutes that claim.	refutar	b2 verb formal
b2-184	reinforce (v)	to make stronger	Retrieval reinforces memory.	reforzar	b2 verb awl
b2-185	resilient (adj)	able to recover quickly	Resilient learners keep going.	resiliente	b2 adjective
b2-186	retain (v)	to keep or hold on to	You retain what you retrieve.	retener	b2 verb awl
b2-187	robust (adj)	strong and reliable	a robust finding	robusto/sólido	b2 adjective
b2-188	salient (adj)	most noticeable or important	the salient features of the text	destacado/saliente	b2 adjective formal
b2-189	scarce (adj)	not enough; hard to find	Water is scarce in the region.	escaso	b2 adjective awl
b2-190	simultaneous (adj)	happening at the same time	simultaneous translation	simultáneo	b2 adjective awl
b2-191	stem from (phr v)	to be caused by	The error stems from the L1.	derivarse de	b2 phrasal-verb
b2-192	substantial (adj)	large in amount or importance	a substantial improvement	considerable/sustancial	b2 adjective awl
b2-193	supersede (v)	to replace something older	The new model supersedes the old one.	reemplazar/sustituir	b2 verb formal
b2-194	tentative (adj)	not certain; provisional	a tentative conclusion	provisional/tentativo	b2 adjective
b2-195	threshold (n)	the level at which something starts	a threshold of comprehension	umbral	b2 noun
b2-196	underpin (v)	to support or form the basis of	Five principles underpin the method.	sustentar/apuntalar	b2 verb
b2-197	viable (adj)	able to work successfully	a viable alternative	viable	b2 adjective
b2-198	warrant (v)	to justify or deserve	The claim warrants closer study.	justificar/merecer	b2 verb formal
b2-199	widespread (adj)	existing in many places	a widespread misconception	generalizado	b2 adjective
b2-200	yield (v/n)	to produce a result; output	The method yields better retention.	producir/rendimiento	b2 verb awl
