id	front	definition	example	translation	tags
pt-b1-091	ou seja (loc.)	isto é, reformulando	Vem amanhã, ou seja, terça.	o sea	b1 conj chunk
pt-b1-092	inclusive (adv.)	até mesmo	Inclusive ele veio.	incluso	b1 adv
pt-b1-093	sobretudo (adv.)	principalmente	Gosto de música, sobretudo samba.	sobre todo	b1 adv
pt-b1-094	dificilmente (adv.)	é pouco provável que	Dificilmente chego antes das oito.	difícilmente	b1 adv
pt-b1-095	provavelmente (adv.)	com probabilidade	Provavelmente vai atrasar.	probablemente	b1 adv
pt-b1-096	atual (adj.)	do momento presente	Na situação atual, é difícil.	actual	b1 adj
pt-b1-097	disponível (adj.)	que pode ser usado	O quarto está disponível.	disponible	b1 adj
pt-b1-098	necessário (adj.)	indispensável	É necessário confirmar antes.	necesario	b1 adj
pt-b1-099	suficiente (adj.)	que basta	O tempo não foi suficiente.	suficiente	b1 adj
pt-b1-100	capaz (adj.)	que tem capacidade (capaz DE)	Ele é capaz de resolver isso.	capaz	b1 adj
