id	front	definition	example	translation	tags
it-b1-046	dati (s.m.pl.)	informazioni, numeri	I dati mostrano un calo.	datos	b1 noun
it-b1-047	relazione (s.f.)	documento di risultati; anche il rapporto	Ho scritto la relazione mensile.	informe; relación	b1 noun work keyword
it-b1-048	punto di vista (loc.)	prospettiva	Dal mio punto di vista, ha senso.	punto de vista	b1 noun chunk
it-b1-049	manodopera (s.f.)	lavoro umano disponibile	Manca manodopera qualificata.	mano de obra	b1 noun work
it-b1-050	costo della vita (loc.)	quanto costa vivere in un luogo	Il costo della vita è salito.	coste de vida	b1 noun chunk money
it-b1-051	ora di punta (loc.)	momento di maggior traffico	Evito le ore di punta.	hora punta	b1 noun chunk transport
it-b1-052	traffico (s.m.)	circolazione dei veicoli	Il traffico era terribile.	tráfico	b1 noun transport
it-b1-053	ingorgo (s.m.)	traffico bloccato	Sono rimasto due ore nell'ingorgo.	atasco	b1 noun transport
it-b1-054	multa (s.f.)	sanzione in denaro	Ho preso una multa per velocità.	multa	b1 noun transport
it-b1-055	comune (s.m.)	amministrazione della città	Il Comune ha annunciato dei lavori.	ayuntamiento	b1 noun civic keyword
it-b1-056	governo (s.m.)	chi guida il paese	Il governo ha approvato la legge.	gobierno	b1 noun civic
it-b1-057	legge (s.f.)	norma giuridica	La legge entra in vigore a gennaio.	ley	b1 noun civic
it-b1-058	diritto (s.m.)	prerogativa legale; la materia	Tutti hanno diritto alla salute.	derecho	b1 noun civic
it-b1-059	dovere (s.m.)	obbligo	È nostro dovere votare.	deber	b1 noun civic
it-b1-060	stampa (s.f.)	insieme dei media	La stampa ha seguito il caso.	prensa	b1 noun media
it-b1-061	disuguaglianza (s.f.)	differenza ingiusta	Le disuguaglianze sono aumentate.	desigualdad	b1 noun social
it-b1-062	alloggio (s.m.)	luogo dove si abita	Il problema dell'alloggio è grave.	vivienda	b1 noun social
it-b1-063	quartiere (s.m.)	parte di una città	Abito in un quartiere tranquillo.	barrio	b1 noun places
it-b1-064	periferia (s.f.)	zona esterna della città	Abita in periferia.	periferia	b1 noun places
it-b1-065	lavori (s.m.pl.)	cantiere, opere	Ci sono lavori nella strada.	obras	b1 noun
it-b1-066	ambiente (s.m.)	milieu naturale; anche una stanza	Bisogna proteggere l'ambiente.	medio ambiente	b1 noun
it-b1-067	rifiuti (s.m.pl.)	spazzatura	Faccio la raccolta differenziata dei rifiuti.	residuos, basura	b1 noun
it-b1-068	siccità (s.f.)	mancanza prolungata di pioggia	La siccità ha colpito i raccolti.	sequía	b1 noun weather
it-b1-069	alluvione (s.f.)	inondazione	L'alluvione ha colpito il centro.	inundación	b1 noun weather
it-b1-070	previsione (s.f.)	stima del futuro	Le previsioni danno pioggia.	pronóstico	b1 noun weather
it-b1-071	all'improvviso (loc.)	improvvisamente	All'improvviso ha iniziato a piovere.	de repente	b1 adv chunk
it-b1-072	poco a poco (loc.)	gradualmente	Poco a poco ho capito.	poco a poco	b1 adv chunk
it-b1-073	in realtà (loc.)	rettificando	In realtà è andata diversamente.	en realidad	b1 adv chunk
it-b1-074	inoltre (adv.)	in aggiunta	Inoltre costa meno.	además	b1 adv
it-b1-075	tuttavia (conj.)	però	Tuttavia esistono dei rischi.	sin embargo	b1 conj
it-b1-076	quindi (conj.)	per questa ragione	Piove, quindi restiamo.	por lo tanto	b1 conj
it-b1-077	nonostante (prep./conj.)	malgrado	Nonostante il freddo, siamo usciti.	a pesar de	b1 prep grammar
it-b1-078	benché (conj.)	sebbene (esige congiuntivo)	Benché sia tardi, continuo.	aunque	b1 conj grammar
it-b1-079	affinché (conj.)	perché, con lo scopo che	Parlo piano affinché capiscano.	para que	b1 conj grammar
it-b1-080	cioè (conj.)	ovvero	Domani, cioè martedì.	es decir	b1 conj
it-b1-081	perfino / addirittura (adv.)	anche, incluso	Perfino lui è venuto.	incluso	b1 adv
it-b1-082	soprattutto (adv.)	principalmente	Mi piace la musica, soprattutto il jazz.	sobre todo	b1 adv
it-b1-083	probabilmente (adv.)	con probabilità	Probabilmente sarà in ritardo.	probablemente	b1 adv
it-b1-084	attuale (adj.)	del momento presente	Nella situazione attuale è difficile.	actual	b1 adj
it-b1-085	disponibile (adj.)	che si può usare	La camera è disponibile.	disponible	b1 adj
it-b1-086	necessario / necessaria (adj.)	indispensabile	È necessario confermare prima.	necesario	b1 adj
it-b1-087	sufficiente (adj.)	che basta	Il tempo non è stato sufficiente.	suficiente	b1 adj
it-b1-088	capace (adj.)	che ha la capacità (capace DI)	È capace di risolverlo.	capaz	b1 adj
it-b1-089	quotidiano / quotidiana (adj.)	di ogni giorno	È un compito quotidiano.	cotidiano	b1 adj
it-b1-090	settimanale (adj.)	di ogni settimana	Una riunione settimanale.	semanal	b1 adj
it-b1-091	mensile (adj.)	di ogni mese	Una relazione mensile.	mensual	b1 adj
it-b1-092	efficace (adj.)	che produce l'effetto voluto	Il metodo è efficace.	eficaz	b1 adj
it-b1-093	preoccupato / preoccupata (adj.)	in ansia	Sono preoccupato per lui.	preocupado	b1 adj feelings
it-b1-094	deluso / delusa (adj.)	che ha perso le illusioni	Sono deluso dal risultato.	decepcionado	b1 adj feelings
it-b1-095	stupito / stupita (adj.)	sorpreso	Sono stupito di vederti.	sorprendido	b1 adj feelings
it-b1-096	diffidente (adj.)	che non si fida	È diffidente verso gli estranei.	desconfiado	b1 adj feelings
it-b1-097	sinceramente (adv.)	con franchezza	Sinceramente, non lo so.	sinceramente	b1 adv
it-b1-098	appena (adv.)	a stento; proprio adesso	Ho appena dormito. È appena arrivato.	apenas; recién	b1 adv keyword
it-b1-099	ormai (adv.)	a questo punto, già	Ormai è troppo tardi.	ya, a estas alturas	b1 adv
it-b1-100	prima (adv.)	precedentemente	Prima lavorava qui.	antes	b1 adv
