id	front	definition	example	translation	tags
it-a2-043	dolore (s.m.)	sensazione fisica sgradevole	Il dolore è passato.	dolor	a2 noun health
it-a2-044	medicina (s.f.)	sostanza per curare; la disciplina	Ho preso la medicina alle otto.	medicina	a2 noun health
it-a2-045	appuntamento (s.m.)	ora concordata	Ho un appuntamento martedì.	cita	a2 noun health
it-a2-046	ricetta (s.f.)	prescrizione; ricetta di cucina	Il medico mi ha fatto una ricetta.	receta	a2 noun health
it-a2-047	corpo (s.m.)	organismo fisico	Lo sport fa bene al corpo.	cuerpo	a2 noun body
it-a2-048	testa (s.f.)	parte alta del corpo	Ho sbattuto la testa.	cabeza	a2 noun body
it-a2-049	gamba (s.f.)	arto inferiore	Mi sono fatto male alla gamba.	pierna	a2 noun body
it-a2-050	braccio / braccia (s.m.)	arto superiore (plurale femminile: le braccia)	Si è rotto il braccio.	brazo	a2 noun body irregular
it-a2-051	schiena (s.f.)	parte posteriore del tronco	Mi fa male la schiena.	espalda	a2 noun body
it-a2-052	gola (s.f.)	interno del collo	Ho mal di gola.	garganta	a2 noun body
it-a2-053	impiego (s.m.)	posto di lavoro retribuito	Ho trovato un nuovo impiego.	empleo	a2 noun work
it-a2-054	azienda (s.f.)	organizzazione economica	Lavoro in una piccola azienda.	empresa	a2 noun work
it-a2-055	capo (s.m.)	chi dirige; anche un capo di vestiario	Il mio capo è esigente.	jefe	a2 noun work keyword
it-a2-056	riunione (s.f.)	incontro di lavoro	La riunione è alle dieci.	reunión	a2 noun work
it-a2-057	stipendio (s.m.)	pagamento mensile	Lo stipendio è discreto.	sueldo	a2 noun work
it-a2-058	curriculum (s.m.)	documento con l'esperienza	Ho mandato il curriculum ieri.	currículum	a2 noun work
it-a2-059	colloquio (s.m.)	conversazione di valutazione	Ho un colloquio di lavoro.	entrevista	a2 noun work falsefriend
it-a2-060	scadenza (s.f.)	data limite	La scadenza è venerdì.	plazo, vencimiento	a2 noun work
it-a2-061	orario (s.m.)	organizzazione del tempo	Il mio orario è flessibile.	horario	a2 noun work
it-a2-062	ferie (s.f.pl.)	periodo di riposo dal lavoro	Prendo le ferie a gennaio.	vacaciones	a2 noun work
it-a2-063	festivo (s.m./adj.)	giorno non lavorativo	Lunedì è festivo.	festivo	a2 noun time
it-a2-064	compleanno (s.m.)	data di nascita	Il mio compleanno è a marzo.	cumpleaños	a2 noun time
it-a2-065	festa (s.f.)	celebrazione	La festa è stata bellissima.	fiesta	a2 noun social
it-a2-066	invito (s.m.)	richiesta di partecipare	Ho ricevuto un invito al matrimonio.	invitación	a2 noun social
it-a2-067	regalo (s.m.)	oggetto donato	Ho comprato un regalo per lei.	regalo	a2 noun social
it-a2-068	fidanzato / fidanzata (s.)	partner romantico	Il mio fidanzato è insegnante.	novio	a2 noun social
it-a2-069	matrimonio (s.m.)	unione; la cerimonia	Il matrimonio è sabato.	boda, matrimonio	a2 noun social
it-a2-070	vicino / vicina (s.)	chi abita accanto	I miei vicini sono simpatici.	vecino	a2 noun people
it-a2-071	bolletta (s.f.)	documento di pagamento (luce, gas)	È arrivata la bolletta della luce.	factura	a2 noun money
it-a2-072	tassa (s.f.)	denaro versato allo Stato	Le tasse sono alte.	impuesto	a2 noun money
it-a2-073	affitto (s.m.)	pagamento mensile della casa	L'affitto è aumentato.	alquiler	a2 noun money
it-a2-074	sconto (s.m.)	riduzione del prezzo	C'è lo sconto per studenti?	descuento	a2 noun shopping
it-a2-075	risparmi (s.m.pl.)	denaro messo da parte	Ho usato i risparmi.	ahorros	a2 noun money
it-a2-076	debito (s.m.)	ciò che si deve	Ha molti debiti.	deuda	a2 noun money
it-a2-077	notizia (s.f.)	informazione su un fatto	Ho visto la notizia al telegiornale.	noticia	a2 noun media
it-a2-078	giornale (s.m.)	pubblicazione di notizie	Leggo il giornale la mattina.	periódico	a2 noun media
it-a2-079	rivista (s.f.)	pubblicazione periodica	Ho comprato una rivista.	revista	a2 noun media
it-a2-080	sito (s.m.)	pagina internet	L'ho visto sul sito.	sitio web	a2 noun tech
it-a2-081	password (s.f.)	codice di accesso	Ho dimenticato la password.	contraseña	a2 noun tech
it-a2-082	file (s.m.)	documento digitale	Ti mando il file per mail.	archivo	a2 noun tech
it-a2-083	schermo (s.m.)	superficie di visualizzazione	Lo schermo si è rotto.	pantalla	a2 noun tech
it-a2-084	rete (s.f.)	connessione; reti sociali	La rete è lenta oggi.	red	a2 noun tech
it-a2-085	lento / lenta (adj.)	che richiede tempo	La connessione è molto lenta.	lento	a2 adj
it-a2-086	veloce (adj.)	rapido	Parla troppo veloce.	rápido	a2 adj
it-a2-087	pieno / piena (adj.)	senza spazio libero	L'autobus era pieno.	lleno	a2 adj
it-a2-088	vuoto / vuota (adj.)	senza niente dentro	Il frigo è vuoto.	vacío	a2 adj
it-a2-089	pulito / pulita (adj.)	senza sporco	La camera è pulita.	limpio	a2 adj
it-a2-090	sporco / sporca (adj.)	con sporcizia	Le scarpe sono sporche.	sucio	a2 adj
it-a2-091	forte (adj.)	con forza; intenso	Il caffè è troppo forte.	fuerte	a2 adj
it-a2-092	debole (adj.)	senza forza	Mi sento debole.	débil	a2 adj
it-a2-093	occupato / occupata (adj.)	con molti impegni	Sono occupato adesso.	ocupado	a2 adj
it-a2-094	libero / libera (adj.)	disponibile	Sei libero domani?	libre	a2 adj
it-a2-095	divertente (adj.)	che fa divertire	È una persona divertente.	divertido	a2 adj feelings
it-a2-096	noioso / noiosa (adj.)	che annoia	Questo film è noioso.	aburrido	a2 adj feelings
it-a2-097	simpatico / simpatica (adj.)	gradevole nei modi	I tuoi vicini sono simpatici.	simpático	a2 adj feelings
it-a2-098	cattivo / cattiva (adj.)	di qualità negativa; malvagio	Il tempo è cattivo oggi.	malo	a2 adj
it-a2-099	pronto / pronta (adj.)	preparato; «pronto?» al telefono	La cena è pronta.	listo	a2 adj
it-a2-100	stesso / stessa (adj.)	identico	Abbiamo lo stesso problema.	mismo	a2 adj
